tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1989-201,Guaruja,Hard,32,A,19890206,1,100954,1,0,Luiz Mattar,R,183,BRA,25.45379877,101076,0,0,Cesar Kist,R,180,BRA,24.27378508,6-2 6-2,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,248,0
1989-201,Guaruja,Hard,32,A,19890206,2,100323,0,LL,Givaldo Barbosa,R,183,BRA,35.01437372,101250,0,0,Jose Daher,R,180,BRA,22.7816564,7-6 6-4,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,302,0
1989-201,Guaruja,Hard,32,A,19890206,3,101745,0,WC,Roberto Jabali,R,190,BRA,18.71047228,101003,0,Q,Ricardo Acioly,R,180,BRA,24.98836413,4-6 6-0 6-3,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,520,0
1989-201,Guaruja,Hard,32,A,19890206,4,100972,7,0,Todd Witsken,R,183,USA,25.24024641,100917,0,Q,Nelson Aerts,R,188,BRA,25.76865161,5-7 6-3 6-3,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,707,0
1989-201,Guaruja,Hard,32,A,19890206,5,101409,3,0,Jaime Yzaga,R,170,PER,21.27310062,100922,0,0,Roberto Arguello,U,173,ARG,25.72210815,7-6 6-1,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,192,0
1989-201,Guaruja,Hard,32,A,19890206,6,100864,0,0,Martin Wostenholme,R,183,CAN,26.30527036,101761,0,WC,Jaime Oncins,R,196,BRA,18.6255989,6-2 6-3,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,314,0
1989-201,Guaruja,Hard,32,A,19890206,7,100949,0,0,Mauro Menezes,R,193,BRA,25.51403149,100398,0,0,Julio Goes,R,180,BRA,33.26762491,6-3 6-4,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,289,0
1989-201,Guaruja,Hard,32,A,19890206,8,100607,6,0,Eduardo Bengoechea,R,185,ARG,29.58247776,100986,0,0,Dacio Campos,R,185,BRA,25.11978097,7-6 7-6,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,256,0
1989-201,Guaruja,Hard,32,A,19890206,9,101131,0,0,Jimmy Brown,R,180,USA,23.75906913,101318,5,0,Javier Frana,L,185,ARG,22.09993155,4-6 6-2 6-3,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,86,0
1989-201,Guaruja,Hard,32,A,19890206,10,100807,0,0,Marcelo Hennemann,R,170,BRA,26.89117043,100980,0,Q,Edvaldo Oliveira,R,178,BRA,25.2019165,6-4 6-3,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,824,0
