tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1979-1725,Pepsi Grand Slam,Clay,4,A,19790210,1,100284,0,0,Jimmy Connors,L,178,USA,26.43942505,100581,0,0,John McEnroe,L,180,USA,19.9835729,6-3 6-4,3,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-1725,Pepsi Grand Slam,Clay,4,A,19790210,2,100437,0,0,Bjorn Borg,R,180,SWE,22.68035592,100282,0,0,Guillermo Vilas,L,180,ARG,26.48323066,6-3 6-3,3,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-1725,Pepsi Grand Slam,Clay,4,A,19790210,3,100437,0,0,Bjorn Borg,R,180,SWE,22.68035592,100284,0,0,Jimmy Connors,L,178,USA,26.43942505,6-2 6-3,3,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-1727,Louisville,Hard,64,A,19790723,238,100372,0,0,Trey Waltke,R,173,USA,24.35318275,100121,0,0,Raymond Moore,R,183,RSA,32.91170431,7-6 6-4,3,R64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-1727,Louisville,Hard,64,A,19790723,239,100116,0,0,Sherwood Stewart,R,188,USA,33.12799452,100752,0,0,Ramesh Krishnan,R,170,IND,18.13004791,6-2 7-6,3,R64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-1727,Louisville,Hard,64,A,19790723,240,100436,0,0,Nick Saviano,L,180,USA,23.12936345,100344,0,0,Eric Friedler,R,0,USA,24.87063655,6-4 4-6 6-2,3,R64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-1727,Louisville,Hard,64,A,19790723,241,100276,0,0,Terry Moor,L,178,USA,27.24709103,100186,0,0,Jeff Borowiak,R,193,USA,29.82340862,3-6 6-1 7-6,3,R64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-1727,Louisville,Hard,64,A,19790723,242,100322,0,0,Emilio Montano,R,0,MEX,25.59342916,100574,0,0,Peter Rennert,L,185,USA,20.57221081,6-3 7-6,3,R64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-1727,Louisville,Hard,64,A,19790723,243,100354,0,0,Bernard Mitton,R,188,RSA,24.7008898,100166,0,0,Gene Stuart Malin,R,0,USA,30.80629706,6-2 6-3,3,R64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-1727,Louisville,Hard,64,A,19790723,244,100545,0,0,Deon Joubert,L,0,RSA,21.09240246,100403,0,0,Rolf Gehring,R,185,GER,23.65776865,6-2 5-7 7-6,3,R64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-1727,Louisville,Hard,64,A,19790723,245,100236,0,0,John James,R,183,AUS,28.37782341,130938,0,0,John Austin,U,0,IRL,0,6-1 6-4,3,R64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-1727,Louisville,Hard,64,A,19790723,246,100368,0,0,Haroon Ismail,R,178,ZIM,24.39972621,100173,0,0,Andrew Pattison,R,188,USA,30.47501711,6-3 6-4,3,R64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-1727,Louisville,Hard,64,A,19790723,247,100400,0,0,Hubertus Hoyt,R,0,USA,23.71800137,100557,0,0,Jai Dilouie,R,0,USA,20.862423,3-6 6-3 6-4,3,R64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-1727,Louisville,Hard,64,A,19790723,248,100298,0,0,George Hardie,L,0,USA,26.4202601,100422,0,0,Bruce Manson,L,173,USA,23.34017796,7-6 6-2,3,R64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979-1727,Louisville,Hard,64,A,19790723,249,100700,0,0,Heinz Gildemeister,R,178,CHI,18.75975359,107379,0,0,John Chris Lewis,R,0,USA,0,6-3 2-6 7-6,3,R64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
