,Player 1 Score,Player 2 Score,Winner
58,3.3750000000000004,1.9853,0.0
59,0.5318,3.7439999999999998,1.0
60,3.9101000000000004,1.4502000000000002,1.0
61,3.2927000000000004,2.0676,0.0
62,2.0162,3.3441,0.0
63,2.0111,3.3492,0.0
64,3.7634,1.5969000000000002,0.0
65,2.1547,3.2056,0.0
66,2.0195,3.3408,0.0
67,3.9101000000000004,0.9493,0.0
68,1.0334,3.8260000000000005,0.0
69,3.8457,1.5146000000000002,0.0
70,0.5351,4.825200000000001,0.0
71,2.0162,3.3441,1.0
72,1.5179,3.8424,0.0
73,3.8508000000000004,1.5095,1.0
74,4.3269,1.0334,0.0
75,2.2447999999999997,3.1155000000000004,0.0
76,1.5951000000000002,3.7651999999999997,1.0
77,1.9820000000000002,3.3783000000000003,1.0
78,1.4844,3.3750000000000004,1.0
79,1.749,3.6113000000000004,1.0
80,2.8399,2.0195,1.0
81,1.0334,4.3269,0.0
82,2.7270000000000003,2.6332999999999998,0.0
83,3.8759,1.4844,0.0
84,2.2014,3.1589000000000005,0.0
85,2.785,2.5753,1.0
86,4.830299999999999,0.53,0.0
87,1.0334,3.8260000000000005,1.0
88,1.6203,3.7400000000000007,0.0
89,1.5711,3.7891999999999997,1.0
90,3.3408,2.0195,1.0
91,4.2661,1.0942,0.0
92,3.8424,1.5179,0.0
93,3.2056,1.6538,1.0
94,2.7318,1.5634000000000001,0.0
95,0.9493,4.411,1.0
96,1.5634000000000001,2.7318,0.0
97,2.2272,3.1330999999999998,1.0
98,3.8759,1.4844,0.0
99,3.3492,2.0111,1.0
100,0.9493,4.411,0.0
101,2.7623,2.598,0.0
102,4.3276,0.5318,1.0
103,0.9828,4.3774999999999995,1.0
104,3.3408,2.0195,0.0
105,2.785,2.5753,1.0
106,4.619200000000001,2.0144,1.0
107,3.9101000000000004,1.4502000000000002,0.0
108,0.9493,4.411,1.0
109,3.1992000000000003,2.1611000000000002,0.0
110,1.5179,3.3415000000000004,1.0
111,2.512,2.8483,1.0
112,1.0334,3.2424,0.0
113,3.7891999999999997,1.5711,1.0
114,2.0435,3.3168,1.0
115,2.0111,3.3492,0.0
116,3.2588000000000004,2.1014999999999997,0.0
117,4.2934,1.0669,0.0
118,2.0195,3.3408,0.0
119,2.7189,2.6414,0.0
120,3.7976,1.5627,0.0
121,4.411,0.9493,0.0
122,4.411,0.9493,0.0
123,1.0651000000000002,4.2951999999999995,1.0
124,3.3492,2.0111,1.0
125,2.0111,3.3492,1.0
126,0.9493,4.411,1.0
127,0.5016,4.858700000000001,0.0
128,2.0788,3.2815000000000003,1.0
129,3.7343,1.6260000000000001,0.0
130,1.0334,4.3269,0.0
131,1.4793,3.8810000000000002,1.0
132,2.0144,3.3459,1.0
133,0.9828,3.8424,0.0
134,4.324300000000001,1.036,0.0
135,1.5179,3.8424,1.0
136,4.2951999999999995,1.0651000000000002,0.0
137,1.5128000000000001,3.8474999999999997,1.0
138,0.9493,4.411,1.0
139,1.0334,4.3269,1.0
140,0.9795,4.3808,1.0
141,0.9828,4.3774999999999995,1.0
142,2.0144,3.3459,1.0
143,3.7583,1.602,0.0
144,4.3774999999999995,0.9828,0.0
145,3.8468000000000004,1.5135,0.0
146,1.5634000000000001,3.7969,0.0
147,2.0497,3.3106,1.0
148,2.5462000000000002,2.8141000000000003,0.0
149,0.5016,4.357800000000001,1.0
150,4.261000000000001,1.0993,0.0
151,0.53,4.830299999999999,1.0
152,4.290100000000001,1.0702,0.0
153,3.8759,1.4844,1.0
154,2.0435,3.3168,0.0
155,4.084099999999999,2.5495,1.0
156,2.6030999999999995,2.7572,1.0
157,0.0,5.3603000000000005,0.0
158,3.8424,1.5179,0.0
159,1.5664,3.7939000000000003,1.0
160,3.3415000000000004,2.0187999999999997,0.0
161,2.785,2.5753,0.0
162,3.8260000000000005,1.0334,0.0
163,1.5095,3.8508000000000004,1.0
164,4.3294,0.53,1.0
165,2.1856,3.1746999999999996,0.0
166,1.4844,3.8759,1.0
167,1.7245000000000001,3.6358,1.0
168,4.411,0.9493,0.0
169,2.7623,2.598,1.0
170,3.2327000000000004,2.1276,0.0
171,3.7634,1.5969000000000002,0.0
172,4.830299999999999,0.53,0.0
173,1.5179,3.8424,1.0
174,2.1269,3.2333999999999996,1.0
175,3.2621,2.0982000000000003,0.0
176,0.0,5.3603000000000005,0.0
177,2.2305,3.1298,0.0
178,2.8141000000000003,2.5462000000000002,1.0
179,3.8508000000000004,1.5095,1.0
180,3.1622000000000003,1.6972,1.0
181,2.1353,3.225,1.0
182,4.323600000000001,1.0367000000000002,1.0
183,2.6962,2.6640999999999995,0.0
184,3.3408,2.0195,0.0
185,3.7891999999999997,1.0702,1.0
186,3.8227000000000007,1.0367000000000002,1.0
187,1.6637,3.1957000000000004,0.0
188,1.4844,2.8108,1.0
189,1.0334,4.3269,1.0
190,2.193,3.1673,0.0
191,3.3492,2.0111,0.0
192,2.2808,2.0144,0.0
193,1.5634000000000001,5.0702,1.0
194,1.5685000000000002,3.7918000000000003,1.0
195,1.0618,3.2333999999999996,0.0
196,3.225,1.0702,0.0
197,3.3499,2.0103999999999997,0.0
198,2.2841,2.0111,1.0
199,2.1805000000000003,2.1147,0.0
200,3.2056,2.1547,1.0
201,0.0,5.3603000000000005,1.0
202,3.2927999999999997,3.3408,1.0
203,3.7601,0.5351,1.0
204,4.858700000000001,0.5016,1.0
205,2.2272,2.5689,1.0
206,3.2121,2.1482,1.0
207,2.197,1.5146000000000002,0.0
208,4.859400000000001,0.5009,1.0
209,2.6976000000000004,2.0985000000000005,0.0
210,1.4502000000000002,3.9101000000000004,1.0
211,4.3484,1.0119,1.0
212,0.9828,4.3774999999999995,0.0
213,1.5664,3.7939000000000003,0.0
214,1.0334,4.3269,1.0
215,3.2424,1.0334,1.0
216,1.6538,3.7064999999999997,1.0
217,3.3408,2.0195,0.0
218,1.5627,3.7976,1.0
219,3.3441,3.2895,1.0
220,2.0195,3.3408,1.0
221,1.4844,3.3750000000000004,1.0
222,1.0618,3.7149,0.0
223,3.8260000000000005,1.0334,1.0
224,2.068,3.2923000000000004,1.0
225,3.3492,2.0111,1.0
226,0.9795,4.3808,1.0
227,3.2625,1.5969000000000002,0.0
228,4.3269,1.0334,0.0
229,3.6113000000000004,1.749,1.0
230,2.2528,4.3808,0.0
231,1.5627,3.7976,0.0
232,4.3269,1.0334,0.0
233,1.5958,3.7645000000000004,1.0
234,4.912599999999999,0.4477,0.0
235,1.9853,3.3750000000000004,1.0
236,3.2895,3.3441,1.0
237,4.3286999999999995,1.0316,0.0
238,1.0618,4.2985,0.0
239,2.2261,3.1342000000000003,0.0
240,1.6538,3.7064999999999997,1.0
241,2.2455,3.1148000000000002,1.0
242,2.1547,3.2056,1.0
243,0.0,5.3603000000000005,1.0
244,4.411,0.9493,1.0
245,2.6322,2.7281,0.0
246,2.1547,3.2056,1.0
247,2.2841,3.0762000000000005,1.0
248,1.4844,3.8759,1.0
249,1.5146000000000002,3.8457,1.0
250,4.323600000000001,1.0367000000000002,1.0
251,1.6152,3.7451000000000003,1.0
252,4.411,0.9493,0.0
253,2.6030999999999995,2.2563000000000004,0.0
254,1.5718,3.7885000000000004,0.0
255,1.0618,3.2139999999999995,0.0
256,4.3808,0.9795,0.0
257,2.6865,2.6738,0.0
258,4.858700000000001,0.5016,0.0
259,2.2261,2.6332999999999998,1.0
260,3.3783000000000003,1.9820000000000002,0.0
261,1.0669,4.2934,1.0
262,2.0435,3.3168,0.0
263,2.7630000000000003,2.0964,1.0
264,1.0669,4.2934,1.0
265,2.0446,3.3156999999999996,1.0
266,3.2923000000000004,2.068,0.0
267,2.7156,2.6447000000000003,0.0
268,3.8424,1.5179,0.0
269,2.3081,3.0521999999999996,1.0
270,4.290100000000001,1.0702,0.0
271,3.3415000000000004,2.0187999999999997,0.0
272,1.0334,4.3269,0.0
273,3.1746999999999996,2.1856,1.0
274,4.2758,1.0845,1.0
275,3.3492,2.0111,1.0
276,1.5664,3.7939000000000003,1.0
277,0.5016,4.858700000000001,0.0
278,4.3269,1.0334,0.0
279,4.3774999999999995,0.9828,1.0
280,4.2985,1.0618,0.0
281,1.0334,4.3269,0.0
282,3.8424,1.5179,1.0
283,2.5753,2.785,0.0
284,3.7645000000000004,1.5958,1.0
285,1.4837,3.8766000000000003,1.0
286,3.3492,2.0111,0.0
287,4.859400000000001,0.0,1.0
288,1.0334,4.3269,1.0
289,1.602,3.7583,0.0
290,3.7407,1.6196000000000002,0.0
291,3.8810000000000002,1.4793,0.0
292,3.8468000000000004,1.5135,0.0
293,2.8399,2.5203999999999995,1.0
294,0.5351,4.825200000000001,0.0
295,3.8424,1.5179,0.0
296,3.7634,1.5969000000000002,1.0
297,3.8260000000000005,1.0334,0.0
298,3.2133000000000003,2.1470000000000002,1.0
299,4.8285,0.5318,1.0
300,3.1746999999999996,2.1856,0.0
301,3.7891999999999997,1.5711,0.0
302,3.8792,1.4811,1.0
303,5.3603000000000005,0.0,0.0
304,1.5969000000000002,3.7634,1.0
305,4.3826,0.9777,0.0
306,2.0195,3.3408,0.0
307,3.8508000000000004,1.5095,0.0
308,3.7976,1.0618,1.0
309,3.2106999999999997,2.1496000000000004,0.0
310,4.830299999999999,0.53,0.0
311,1.4811,3.8792,0.0
312,1.7296,3.6307000000000005,1.0
313,0.9828,4.3774999999999995,0.0
314,1.6152,3.2441999999999998,0.0
315,4.3808,0.9795,0.0
316,0.4477,4.912599999999999,1.0
317,1.0618,4.2985,1.0
318,3.7583,1.602,1.0
319,1.0618,4.2985,1.0
320,1.0651000000000002,4.484,1.0
321,4.8285,1.8051,0.0
322,3.7407,1.1187,0.0
323,0.4477,4.912599999999999,1.0
324,4.3808,0.9795,0.0
325,4.7767,0.5836,0.0
326,3.8260000000000005,1.0334,0.0
327,4.3269,1.0334,1.0
328,4.3774999999999995,0.9828,0.0
329,2.1936999999999998,3.1666,0.0
330,3.8792,1.4811,0.0
331,0.0,4.859400000000001,0.0
332,0.9486,4.4117,1.0
333,1.5634000000000001,3.7969,1.0
334,2.0497,3.3106,1.0
335,0.4477,4.912599999999999,1.0
336,3.8457,2.7879,1.0
337,1.0316,4.3286999999999995,1.0
338,3.8475000000000006,1.5128000000000001,1.0
339,2.785,2.5753,0.0
340,3.3168,2.0435,1.0
341,1.5179,3.8424,1.0
342,1.5969000000000002,3.7634,0.0
343,1.0334,3.8260000000000005,0.0
344,4.290100000000001,1.0702,0.0
345,1.547,3.8133000000000004,0.0
346,2.7914,2.5689,1.0
347,4.2416,1.1187,0.0
348,0.5318,4.8285,0.0
349,1.6538,3.7064999999999997,1.0
350,3.7969,1.5634000000000001,0.0
351,3.8457,2.7879,0.0
352,2.8141000000000003,2.5462000000000002,0.0
353,3.3492,2.0111,1.0
354,3.7634,1.5969000000000002,0.0
355,4.3269,1.0334,1.0
356,1.6260000000000001,3.7343,0.0
357,1.0367000000000002,4.323600000000001,0.0
358,2.5753,2.785,1.0
359,3.8508000000000004,1.5095,0.0
360,3.8184,1.5419,0.0
361,1.0334,4.3269,0.0
362,3.7969,1.5634000000000001,1.0
363,3.7969,1.5634000000000001,0.0
364,1.0334,4.3269,1.0
365,4.2985,1.0618,0.0
366,3.8759,1.4844,0.0
367,0.5351,4.825200000000001,0.0
368,4.3269,1.0334,0.0
369,4.3269,1.0334,0.0
370,4.3269,1.0334,0.0
371,1.0334,4.3269,0.0
372,2.8141000000000003,2.5462000000000002,1.0
373,3.7976,1.5627,1.0
374,3.8260000000000005,1.5343,0.0
375,3.7969,1.5634000000000001,0.0
376,1.4811,3.8792,0.0
377,3.8871999999999995,1.6619,0.0
378,0.9828,4.3774999999999995,1.0
379,3.2618,2.0985000000000005,1.0
380,2.5462000000000002,2.8141000000000003,0.0
381,4.2985,1.0618,1.0
382,0.5351,4.825200000000001,0.0
383,1.5179,3.8424,1.0
384,1.0334,4.3269,1.0
385,3.3459000000000003,2.0144,1.0
386,2.8432000000000004,2.5171,1.0
387,3.9823999999999997,1.5667000000000002,0.0
388,4.2985,1.0618,0.0
389,1.602,3.7583,0.0
390,1.5969000000000002,3.7634,1.0
391,2.8141000000000003,2.5462000000000002,0.0
392,2.7879,3.8457,0.0
393,4.2985,1.0618,1.0
394,1.036,4.324300000000001,1.0
395,1.0651000000000002,4.484,0.0
396,4.2985,1.0618,0.0
397,3.7634,1.5969000000000002,1.0
398,2.0187999999999997,3.3415000000000004,1.0
399,0.53,4.830299999999999,0.0
400,1.4793,3.8810000000000002,0.0
401,3.2588000000000004,3.3747999999999996,1.0
402,1.0316,3.8278000000000003,1.0
403,2.114,3.2463,0.0
404,3.0762000000000005,2.2841,1.0
405,0.9828,4.3774999999999995,1.0
406,3.7891999999999997,1.0702,1.0
407,2.1547,3.2056,1.0
408,1.0702,4.290100000000001,0.0
409,3.7343,1.6260000000000001,0.0
410,2.8108,2.5495,0.0
411,3.3441,3.2895,0.0
412,3.3408,2.0195,0.0
413,3.7634,1.5969000000000002,1.0
414,2.7572,2.6030999999999995,1.0
415,3.8757,2.7579000000000002,0.0
416,2.1107,2.6853999999999996,1.0
417,1.0702,4.290100000000001,1.0
418,3.2056,2.1547,0.0
419,2.1611000000000002,3.1992000000000003,0.0
420,3.3168,2.0435,0.0
421,1.5969000000000002,3.1992000000000003,0.0
422,5.0618,1.5718,0.0
423,2.1722,3.1881,1.0
424,3.8184,1.5419,0.0
425,4.4725,2.1611000000000002,0.0
426,3.0762000000000005,2.2841,1.0
427,2.2226,4.411,1.0
428,3.8274000000000004,1.5329,0.0
429,0.5351,4.825200000000001,1.0
430,3.2866,2.0737,1.0
431,3.7645000000000004,1.5958,0.0
432,3.2106999999999997,1.6487,1.0
433,3.2876,1.5718,0.0
434,1.0334,2.0479000000000003,0.0
435,2.1679000000000004,2.0446,1.0
436,4.3269,1.0334,0.0
437,4.4117,0.4477,0.0
438,3.3124,2.0479000000000003,0.0
439,3.8759,1.4844,0.0
440,1.0651000000000002,4.2951999999999995,0.0
441,4.246700000000001,1.1136,0.0
442,2.7267,2.6336,1.0
443,1.4804,3.8799,1.0
444,3.8759,1.4844,0.0
445,4.3286999999999995,1.0316,0.0
446,3.3459000000000003,2.0144,1.0
447,2.5203999999999995,2.8399,1.0
448,1.6972,3.1622000000000003,1.0
449,1.5969000000000002,3.2625,0.0
450,3.2618,1.0334,0.0
451,2.7609000000000004,2.0985000000000005,0.0
452,1.5146000000000002,3.8457,1.0
453,0.9828,3.8133000000000004,0.0
454,3.8759,1.4844,0.0
455,0.5351,4.825200000000001,1.0
456,4.3269,1.0334,0.0
457,1.5095,3.8508000000000004,0.0
458,3.3124,2.0479000000000003,0.0
459,4.411,0.9493,0.0
460,0.5351,4.825200000000001,1.0
461,1.0618,4.2985,1.0
462,2.5837000000000003,2.7765999999999997,1.0
463,4.2985,1.0618,1.0
464,3.3750000000000004,1.4844,0.0
465,2.0479000000000003,2.8115,0.0
466,1.0852,3.2100000000000004,1.0
467,0.9493,4.411,1.0
468,4.3808,0.9795,0.0
469,1.5664,3.7939000000000003,1.0
470,1.5146000000000002,3.8457,0.0
471,2.0985000000000005,3.2618,1.0
472,2.0479000000000003,3.3124,0.0
473,1.4844,3.8759,1.0
474,3.3750000000000004,1.4844,0.0
475,1.602,3.7583,1.0
476,2.0111,3.3492,1.0
477,0.9795,4.3808,0.0
478,2.2757,3.0846,0.0
479,1.6260000000000001,3.7343,0.0
480,4.3808,0.9795,0.0
481,4.3774999999999995,0.9828,1.0
482,3.8508000000000004,1.5095,0.0
483,2.5991000000000004,2.7611999999999997,1.0
484,1.0702,4.290100000000001,1.0
485,4.3774999999999995,0.9828,0.0
486,2.785,2.5753,0.0
487,2.2096,2.6498,0.0
488,3.7601,1.6002,1.0
489,1.5711,3.7891999999999997,0.0
490,2.7799000000000005,2.5804,0.0
491,3.8424,1.5179,0.0
492,2.8097000000000003,2.5505999999999998,1.0
493,2.6030999999999995,2.7572,1.0
494,4.912599999999999,0.4477,0.0
495,1.0669,4.2934,1.0
496,0.5009,4.859400000000001,1.0
497,0.0,5.3603000000000005,1.0
498,4.912599999999999,0.4477,0.0
499,2.8483,2.512,0.0
500,3.3492,2.0111,1.0
501,1.0852,3.7742,0.0
502,3.3415000000000004,2.0187999999999997,0.0
503,3.8424,1.5179,0.0
504,3.3124,2.0479000000000003,0.0
505,1.5179,3.8424,0.0
506,2.0144,3.3459000000000003,0.0
507,3.2672,2.0930999999999997,1.0
508,4.912599999999999,0.4477,1.0
509,2.0162,3.3441,1.0
510,1.0119,4.3484,0.0
511,4.7767,0.5836,0.0
512,0.9828,4.3774999999999995,1.0
513,4.3808,0.9795,0.0
514,4.2985,1.0618,1.0
515,3.8457,2.7879,1.0
516,2.8159,2.5444000000000004,1.0
517,1.4844,3.8759,1.0
518,4.290100000000001,1.0702,1.0
519,1.0618,4.2985,1.0
520,3.3492,2.0111,1.0
521,1.749,3.6113000000000004,0.0
522,1.5711,3.7891999999999997,1.0
523,2.8399,2.5203999999999995,0.0
524,4.830299999999999,0.53,0.0
525,4.9091000000000005,1.7245000000000001,0.0
526,1.1719,5.4617,0.0
527,1.5095,3.8508000000000004,0.0
528,2.6865,2.6738,0.0
529,3.8468000000000004,1.5135,0.0
530,3.2895,3.3441,1.0
531,3.7969,1.5634000000000001,0.0
532,2.8432000000000004,2.5171,0.0
533,2.785,2.5753,0.0
534,4.8285,0.5318,1.0
535,3.2588000000000004,3.3747999999999996,1.0
536,3.4278999999999997,2.7047999999999996,0.0
537,3.7969,1.5634000000000001,1.0
538,3.7969,1.5634000000000001,0.0
539,3.1104,2.2499000000000002,1.0
540,2.1276,4.506,0.0
541,2.0694,3.2909000000000006,0.0
542,2.5804,2.7799000000000005,0.0
543,3.2625,2.0978000000000003,1.0
544,3.7969,1.5634000000000001,0.0
545,2.8483,2.512,0.0
546,2.7765999999999997,2.5837000000000003,0.0
547,0.9828,4.3774999999999995,0.0
548,2.2563000000000004,3.104,1.0
549,2.2757,3.0846,0.0
550,3.3408,2.0195,0.0
551,3.7064999999999997,1.6538,1.0
552,0.9486,4.4117,0.0
553,2.5505999999999998,2.8097000000000003,1.0
554,4.912599999999999,0.4477,1.0
555,4.411,0.9493,0.0
556,2.2561,4.3774999999999995,0.0
557,1.0316,4.3286999999999995,0.0
558,1.0702,4.290100000000001,1.0
559,1.5179,3.8424,0.0
560,3.3106,2.0497,0.0
561,1.0618,4.2985,1.0
562,3.7936,1.5667000000000002,1.0
563,1.7155,3.6448000000000005,0.0
564,1.5634000000000001,3.7969,0.0
565,0.4477,4.912599999999999,1.0
566,3.3412999999999995,3.2923000000000004,0.0
567,4.323600000000001,1.0367000000000002,0.0
568,1.4811,3.8792,1.0
569,4.912599999999999,0.4477,0.0
570,2.512,2.8483,1.0
571,2.7579000000000002,3.8757,0.0
572,3.3492,2.0111,0.0
573,1.0618,4.2985,1.0
574,1.4811,3.8792,1.0
575,2.5804,2.7799000000000005,1.0
576,2.0497,3.3106,1.0
577,4.858700000000001,0.5016,1.0
578,3.2056,2.1547,0.0
579,0.4477,4.912599999999999,1.0
580,2.6982999999999997,2.6620000000000004,1.0
581,1.0334,4.3269,1.0
582,2.0111,3.3492,1.0
583,0.0,5.3603000000000005,0.0
584,4.825200000000001,0.5351,0.0
585,4.2985,1.0618,0.0
586,2.1353,2.6414,1.0
587,2.7572,2.6030999999999995,1.0
588,1.6538,3.7064999999999997,0.0
589,3.3117000000000005,2.0486,1.0
590,2.0162,3.3441,1.0
591,4.290100000000001,1.0702,0.0
592,5.3603000000000005,0.0,0.0
593,2.1276,3.2327000000000004,1.0
594,0.9493,4.411,1.0
595,3.7939000000000003,1.5664,0.0
596,3.3415000000000004,2.0187999999999997,1.0
597,2.7914,2.5689,0.0
598,2.7799000000000005,2.5804,0.0
599,1.5135,3.8468000000000004,1.0
600,0.9828,4.3774999999999995,0.0
601,3.8810000000000002,1.4793,0.0
602,2.3081,3.0521999999999996,0.0
603,1.4844,3.8759,1.0
604,1.5634000000000001,3.7969,1.0
605,1.5135,3.8468000000000004,0.0
606,2.0111,3.3492,1.0
607,1.5711,3.7891999999999997,0.0
608,1.5634000000000001,3.7969,1.0
609,3.3783000000000003,2.7544,0.0
610,3.7976,1.5627,1.0
611,3.8792,2.7544,0.0
612,1.0669,4.2934,1.0
613,3.2866,2.0737,0.0
614,3.7634,1.5969000000000002,1.0
615,2.5513,2.809,1.0
616,4.912599999999999,0.4477,1.0
617,2.5753,2.785,0.0
618,1.9853,3.3750000000000004,0.0
619,1.5179,3.8424,0.0
620,2.0435,3.3168,0.0
621,2.0111,3.3492,1.0
622,2.0195,3.3408,1.0
623,4.830299999999999,0.53,0.0
624,2.0195,3.3408,1.0
625,2.785,2.0111,1.0
626,1.0618,4.2985,1.0
627,3.7583,1.602,0.0
628,3.7634,1.5969000000000002,0.0
629,3.2588000000000004,3.3747999999999996,0.0
630,1.0669,4.2934,0.0
631,2.2305,3.1298,1.0
632,0.4477,4.912599999999999,0.0
633,3.3117000000000005,2.0486,1.0
634,2.0155000000000003,3.3448,1.0
635,2.5513,2.809,1.0
636,2.7914,2.5689,0.0
637,2.0162,3.3441,0.0
638,1.4811,3.8792,0.0
639,4.3808,0.9795,1.0
640,3.2833,2.077,1.0
641,2.5753,2.785,1.0
642,1.5969000000000002,3.7634,1.0
643,0.4477,4.912599999999999,1.0
644,3.3750000000000004,1.9853,1.0
645,2.1276,3.2327000000000004,1.0
646,1.1187,4.2416,0.0
647,4.3276,1.0327000000000002,0.0
648,2.0111,3.3492,1.0
649,1.5128000000000001,3.8474999999999997,1.0
650,4.323600000000001,1.0367000000000002,0.0
651,2.2499000000000002,3.1104,0.0
652,2.8141000000000003,2.5462000000000002,1.0
653,2.8141000000000003,2.5462000000000002,1.0
654,2.1856,3.1746999999999996,0.0
655,2.0111,3.3492,1.0
656,2.8432000000000004,3.2895,0.0
657,2.0111,3.3492,1.0
658,3.3492,2.0111,0.0
659,4.2985,1.0618,1.0
660,3.1830000000000003,2.1773,0.0
661,2.785,2.5753,1.0
662,2.1547,3.2056,1.0
663,3.7601,1.6002,0.0
664,1.0669,4.2934,0.0
665,1.0327000000000002,4.3276,0.0
666,3.1765000000000003,2.1837999999999997,1.0
667,1.5179,3.8424,0.0
668,4.825200000000001,0.5351,0.0
669,3.7149,1.6454,0.0
670,2.0497,3.3106,0.0
671,2.0930999999999997,3.2672,1.0
672,3.3492,2.0111,0.0
673,2.3081,3.0521999999999996,0.0
674,3.7407,1.6196000000000002,1.0
675,1.6260000000000001,3.2333999999999996,1.0
676,5.3603000000000005,0.0,1.0
677,3.3492,2.0111,0.0
678,3.1348999999999996,2.2254,0.0
679,2.2561,4.3774999999999995,1.0
680,3.7343,1.6260000000000001,1.0
681,4.3808,0.9795,0.0
682,0.4477,4.912599999999999,1.0
683,3.7939000000000003,1.5664,0.0
684,3.2618,2.0985000000000005,0.0
685,3.8792,1.4811,1.0
686,3.3492,2.0111,1.0
687,3.2327000000000004,2.1276,0.0
688,2.0195,3.3408,1.0
689,3.3492,2.0111,0.0
690,3.3459000000000003,2.0144,0.0
691,4.8285,0.5318,0.0
692,1.5135,3.8468000000000004,1.0
693,2.0111,3.3492,1.0
694,0.9795,4.3808,0.0
695,1.0669,4.2934,1.0
696,3.3441,2.0162,0.0
697,4.3484,1.0119,1.0
698,2.5513,2.809,0.0
699,0.9828,4.3774999999999995,0.0
700,2.5513,2.809,1.0
701,1.5146000000000002,3.8457,0.0
702,2.6738,2.6865,1.0
703,3.7064999999999997,1.6538,0.0
704,3.8424,1.5179,1.0
705,0.5836,4.7767,1.0
706,1.4793,3.8810000000000002,1.0
707,1.4844,3.8759,1.0
708,3.7634,1.5969000000000002,1.0
709,1.5179,3.3415000000000004,1.0
710,1.4811,3.8792,1.0
711,1.5179,1.5634000000000001,0.0
712,2.7234000000000003,2.6369,1.0
713,4.3774999999999995,0.9828,1.0
714,0.5318,4.3276,0.0
715,3.7918000000000003,1.0334,1.0
716,2.1029,3.2573999999999996,1.0
717,1.5718,3.7885000000000004,0.0
718,3.3408,2.0195,0.0
719,4.2751,1.0852,0.0
720,0.0,5.3603000000000005,0.0
721,2.0111,3.3492,0.0
722,0.4477,4.912599999999999,0.0
723,1.5634000000000001,3.2960000000000003,1.0
724,4.3269,1.0334,0.0
725,1.0702,4.290100000000001,0.0
726,4.2985,1.0618,0.0
727,3.8766000000000003,0.9828,1.0
728,2.1014999999999997,3.2588000000000004,1.0
729,4.2751,1.0852,0.0
730,3.8424,1.5179,0.0
731,3.1148000000000002,2.2455,1.0
732,2.0111,3.3492,1.0
733,1.4844,3.8759,1.0
734,4.246700000000001,1.1136,0.0
735,4.3269,1.0334,0.0
736,3.1155000000000004,2.2447999999999997,0.0
737,2.7318,2.1276,1.0
738,4.484,1.0651000000000002,0.0
739,1.0334,4.3269,1.0
740,2.1554,3.2049,0.0
741,4.3276,1.0327000000000002,0.0
742,2.8141000000000003,2.5462000000000002,0.0
743,3.7976,1.5627,1.0
744,1.5128000000000001,3.3466,1.0
745,2.6030999999999995,2.7572,1.0
746,4.3276,1.0327000000000002,0.0
747,2.197,3.1633,0.0
748,3.2625,2.0978000000000003,1.0
749,2.0643000000000002,3.2960000000000003,1.0
750,2.0111,3.3492,0.0
751,3.8457,2.7879,1.0
752,2.1269,3.2333999999999996,0.0
753,2.6024000000000003,2.7579000000000002,1.0
754,2.7572,2.6030999999999995,0.0
755,2.2305,3.1298,1.0
756,4.830299999999999,0.53,0.0
757,1.6619,3.8871999999999995,1.0
758,4.2934,1.0669,1.0
