tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1984-301,Auckland,Hard,32,A,19840109,1,100474,1,0,Chris Lewis,R,180,NZL,26.81724846,100744,0,0,Peter Doohan,R,190,AUS,22.66940452,6-3 6-7 6-1,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,281,0
1984-301,Auckland,Hard,32,A,19840109,2,101158,0,0,John Frawley,R,173,AUS,18.49691992,100638,0,0,David Mustard,L,180,NZL,24.0109514,7-6 6-2,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,170,0
1984-301,Auckland,Hard,32,A,19840109,3,100321,0,0,Vijay Amritraj,R,193,IND,30.05065024,100504,0,0,Jerome Vanier,L,175,FRA,26.16563997,7-6 4-6 6-4,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,203,0
1984-301,Auckland,Hard,32,A,19840109,4,100551,5,0,Brad Drewett,L,185,AUS,25.45653662,100537,0,0,Mike Brunnberg,R,190,USA,25.66461328,6-1 6-4,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,343,0
1984-301,Auckland,Hard,32,A,19840109,5,100923,3,0,Wally Masur,R,180,AUS,20.64065708,100790,0,0,Bruce Derlin,L,180,NZL,22.09445585,4-6 6-3 6-3,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,222,0
1984-301,Auckland,Hard,32,A,19840109,6,100587,0,Q,Steve Guy,R,188,NZL,24.80219028,100492,0,0,John Austin,R,193,USA,26.42299795,7-6 6-3,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,0,184,0
1984-301,Auckland,Hard,32,A,19840109,7,100761,0,Q,Danny Saltz,R,193,USA,22.4257358,100364,0,0,Jonathan Smith,R,188,GBR,28.92539357,6-1 3-6 6-4,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,295,0
1984-301,Auckland,Hard,32,A,19840109,8,100565,8,0,Lloyd Bourne,R,190,USA,25.2073922,100328,0,0,Rand Evett,R,0,USA,29.83983573,3-6 6-1 6-4,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,275,0
1984-301,Auckland,Hard,32,A,19840109,9,100489,7,0,Larry Stefanki,R,178,USA,26.44490075,100285,0,0,Rod Frawley,R,185,AUS,31.3155373,7-6 6-1,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,157,0
1984-301,Auckland,Hard,32,A,19840109,10,100728,0,0,Todd Nelson,R,185,USA,22.7926078,101154,0,0,Simon Youl,R,185,AUS,18.50513347,6-3 7-6,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,153,0
1984-301,Auckland,Hard,32,A,19840109,11,100702,0,0,Sean Brawley,R,178,USA,23.18959617,101064,0,0,David Lewis,R,180,NZL,19.32922656,6-3 6-2,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,377,0
1984-301,Auckland,Hard,32,A,19840109,12,100244,4,0,John Alexander,R,190,AUS,32.49828884,100618,0,0,Leif Shiras,R,183,USA,24.36687201,7-6 7-6,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,181,0
1984-301,Auckland,Hard,32,A,19840109,13,100326,6,0,Russell Simpson,R,188,NZL,29.85900068,100714,0,0,Broderick Dyke,L,183,AUS,23.00342231,3-6 6-3 6-4,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,141,0
1984-301,Auckland,Hard,32,A,19840109,14,100680,0,0,Peter Johnston,L,178,AUS,23.58658453,100837,0,0,Jeremy Bates,R,180,GBR,21.53867214,6-2 6-2,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,256,0
1984-301,Auckland,Hard,32,A,19840109,15,100416,0,Q,Bill Maze,R,0,USA,27.89596167,107699,0,Q,Mark Lewis,R,0,NZL,0,6-1 1-6 6-4,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,527,0
1984-301,Auckland,Hard,32,A,19840109,16,100567,2,0,Chip Hooper,R,198,USA,25.19096509,100868,0,0,Craig A Miller,R,188,AUS,21.2073922,6-4 7-6,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,281,0
1984-301,Auckland,Hard,32,A,19840109,17,100474,1,0,Chris Lewis,R,180,NZL,26.81724846,101158,0,0,John Frawley,R,173,AUS,18.49691992,3-6 7-6 8-6,3,R16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,162,0
1984-301,Auckland,Hard,32,A,19840109,18,100551,5,0,Brad Drewett,L,185,AUS,25.45653662,100321,0,0,Vijay Amritraj,R,193,IND,30.05065024,7-6 4-6 6-1,3,R16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,144,0
1984-301,Auckland,Hard,32,A,19840109,19,100587,0,Q,Steve Guy,R,188,NZL,24.80219028,100923,3,0,Wally Masur,R,180,AUS,20.64065708,6-3 7-6,3,R16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,0,66,0
