tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1975-1602,San Antonio WCT,Hard,32,A,19750223,1,100060,1,0,Marty Riessen,R,185,USA,33.22108145,100270,0,0,Anand Amritraj,R,185,IND,22.92950034,6-3 6-2,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,2,100055,0,0,Cliff Drysdale,R,188,RSA,33.7467488,100204,0,0,Pancho Walthall,R,0,USA,25.01848049,6-2 6-3,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,3,100232,0,0,Eddie Dibbs,R,170,USA,24,100076,0,0,Milan Holecek,R,190,CZE,31.33744011,6-4 6-4,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,4,100244,6,0,John Alexander,R,190,AUS,23.64134155,100139,0,0,Gerald Battrick,R,178,GBR,27.74537988,6-0 6-1,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,5,100205,5,0,Paul Gerken,R,185,USA,24.94455852,100146,0,0,Jun Kamiwazumi,R,0,JPN,27.39767283,6-4 6-0,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,6,100175,0,0,Zan Guerry,R,0,USA,26.02874743,100220,0,0,Jiri Hrebec,R,0,CZE,24.42984257,6-3 6-7(2) 6-3,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,7,100061,0,0,Tom Edlefsen,R,188,USA,33.19917864,100025,0,0,Barry Phillips Moore,R,173,AUS,37.62628337,6-3 7-5,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,8,100229,0,0,Dick Stockton,R,188,USA,24.01368925,100128,4,0,Cliff Richey,R,175,USA,28.14784394,2-6 6-4 6-2,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,9,100126,3,0,Stan Smith,R,193,USA,28.19438741,100251,0,0,Grover Raz Reid,R,0,USA,23.4934976,6-4 6-1,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,10,100073,0,0,Mark Cox,L,0,GBR,31.6386037,100106,0,0,Graham Stilwell,R,173,GBR,29.27310062,6-4 6-2,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,11,100321,0,0,Vijay Amritraj,R,193,IND,21.19370294,100133,0,0,Pat Cramer,R,0,RSA,27.92881588,6-1 6-7(5) 6-3,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,12,100182,0,0,Mike Estep,R,173,USA,25.59890486,100231,7,0,Erik Van Dillen,R,183,USA,24.0054757,7-6(6) 3-6 6-3,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,13,100144,8,0,Robert Lutz,R,180,USA,27.4880219,100130,0,0,Vladimir Zednik,R,0,CZE,28.06023272,6-4 5-7 6-2,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,14,100372,0,0,Trey Waltke,R,173,USA,19.94250513,100326,0,0,Russell Simpson,R,188,NZL,21.00205339,6-3 4-6 6-4,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,15,100196,0,0,Haroon Rahim,R,0,PAK,25.28131417,100127,0,0,Tom Gorman,R,180,USA,28.18069815,6-4 6-7(3) 7-6(2),3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,16,100203,0,0,Phil Dent,R,183,AUS,25.02395619,100286,2,0,Harold Solomon,R,168,USA,22.43394935,7-6(3) 6-3,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,17,100060,1,0,Marty Riessen,R,185,USA,33.22108145,100055,0,0,Cliff Drysdale,R,188,RSA,33.7467488,6-4 6-3,3,R16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,18,100244,6,0,John Alexander,R,190,AUS,23.64134155,100232,0,0,Eddie Dibbs,R,170,USA,24,3-6 7-6(6) 6-1,3,R16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,19,100205,5,0,Paul Gerken,R,185,USA,24.94455852,100175,0,0,Zan Guerry,R,0,USA,26.02874743,6-2 6-4,3,R16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,20,100229,0,0,Dick Stockton,R,188,USA,24.01368925,100061,0,0,Tom Edlefsen,R,188,USA,33.19917864,3-6 6-1 6-2,3,R16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,21,100126,3,0,Stan Smith,R,193,USA,28.19438741,100073,0,0,Mark Cox,L,0,GBR,31.6386037,6-2 6-4,3,R16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,22,100182,0,0,Mike Estep,R,173,USA,25.59890486,100321,0,0,Vijay Amritraj,R,193,IND,21.19370294,3-6 6-3 6-3,3,R16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,23,100144,8,0,Robert Lutz,R,180,USA,27.4880219,100372,0,0,Trey Waltke,R,173,USA,19.94250513,6-1 6-0,3,R16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,24,100203,0,0,Phil Dent,R,183,AUS,25.02395619,100196,0,0,Haroon Rahim,R,0,PAK,25.28131417,6-4 6-3,3,R16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,25,100244,6,0,John Alexander,R,190,AUS,23.64134155,100060,1,0,Marty Riessen,R,185,USA,33.22108145,6-3 6-4,3,QF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,26,100229,0,0,Dick Stockton,R,188,USA,24.01368925,100205,5,0,Paul Gerken,R,185,USA,24.94455852,6-3 6-3,3,QF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,27,100126,3,0,Stan Smith,R,193,USA,28.19438741,100182,0,0,Mike Estep,R,173,USA,25.59890486,6-4 6-1,3,QF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,28,100144,8,0,Robert Lutz,R,180,USA,27.4880219,100203,0,0,Phil Dent,R,183,AUS,25.02395619,7-5 6-2,3,QF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,29,100229,0,0,Dick Stockton,R,188,USA,24.01368925,100244,6,0,John Alexander,R,190,AUS,23.64134155,7-6(4) 6-2,3,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,30,100126,3,0,Stan Smith,R,193,USA,28.19438741,100144,8,0,Robert Lutz,R,180,USA,27.4880219,6-3 4-6 6-2,3,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1602,San Antonio WCT,Hard,32,A,19750223,31,100229,0,0,Dick Stockton,R,188,USA,24.01368925,100126,3,0,Stan Smith,R,193,USA,28.19438741,7-5 2-6 7-6(6),3,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1603,St. Petersburg WCT,Hard,32,A,19750203,1,100342,1,0,Vitas Gerulaitis,R,183,USA,20.52566735,100270,0,0,Anand Amritraj,R,185,IND,22.87474333,6-3 6-1,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1603,St. Petersburg WCT,Hard,32,A,19750203,2,100173,0,0,Andrew Pattison,R,188,USA,26.00958248,100105,0,0,Allan Stone,R,0,AUS,29.30595483,7-5 6-3,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1603,St. Petersburg WCT,Hard,32,A,19750203,3,100219,0,0,Geoff Masters,R,0,AUS,24.37508556,100198,0,Q,Alvaro Betancur,R,0,COL,25.08418891,6-3 6-1,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1603,St. Petersburg WCT,Hard,32,A,19750203,4,100186,8,0,Jeff Borowiak,R,193,USA,25.35797399,100101,0,Q,Mike Belkin,R,0,CAN,29.59890486,7-6(5) 6-1,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1603,St. Petersburg WCT,Hard,32,A,19750203,5,100255,7,0,Roscoe Tanner,L,183,USA,23.3045859,100121,0,0,Raymond Moore,R,183,RSA,28.44626968,6-2 7-6(3),3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1603,St. Petersburg WCT,Hard,32,A,19750203,6,100081,0,0,Charlie Pasarell,R,0,USA,30.97604381,100099,0,0,Thomaz Koch,L,0,BRA,29.73305955,6-3 6-4,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1603,St. Petersburg WCT,Hard,32,A,19750203,7,100091,0,0,Colin Dibley,R,188,AUS,30.37371663,100321,0,0,Vijay Amritraj,R,193,IND,21.13894593,6-7(1) 6-1 7-5,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1603,St. Petersburg WCT,Hard,32,A,19750203,8,100272,4,0,Sandy Mayer,R,178,USA,22.83093771,100022,0,0,Roy Emerson,R,183,AUS,38.25051335,6-1 6-2,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1603,St. Petersburg WCT,Hard,32,A,19750203,9,100148,3,0,Ismail El Shafei,R,0,EGY,27.21971253,100120,0,0,Robert Maud,R,180,RSA,28.47912389,6-3 6-3,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1603,St. Petersburg WCT,Hard,32,A,19750203,10,100029,0,0,Rod Laver,L,173,AUS,36.48733744,100049,0,0,Jim Mcmanus,L,175,USA,34.38193018,6-3 6-4,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1603,St. Petersburg WCT,Hard,32,A,19750203,11,100118,0,0,Ivan Molina,L,0,COL,28.63518138,100114,0,0,Ray Ruffels,R,0,AUS,28.8678987,W/O,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1603,St. Petersburg WCT,Hard,32,A,19750203,12,100261,5,0,Brian Gottfried,R,183,USA,23.01984942,108360,0,0,Teimuraz Kakoulia,R,0,RUS,0,6-3 6-1,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1603,St. Petersburg WCT,Hard,32,A,19750203,13,100309,6,0,Raul Ramirez,R,183,MEX,21.62354552,100162,0,0,Brian Fairlie,R,0,NZL,26.64202601,6-2 6-4,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975-1603,St. Petersburg WCT,Hard,32,A,19750203,14,100182,0,0,Mike Estep,R,173,USA,25.54414784,100190,0,Q,Norman Holmes,R,0,USA,25.33059548,1-6 6-4 7-5,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
