,Player 1 Score,Player 2 Score,Winner,,,
283,2.5753,2.785,0,0.2097,,
284,3.7645,1.5958,1,2.1687,,
285,1.4837,3.8766,1,2.3929,,
286,3.3492,2.0111,0,1.3381,,
287,4.8594,0,1,4.8594,,
288,1.0334,4.3269,1,3.2935,,
289,1.602,3.7583,0,2.1563,,
290,3.7407,1.6196,0,2.1211,,
291,3.881,1.4793,0,2.4017,,
292,3.8468,1.5135,0,2.3333,,
293,2.8399,2.5204,1,0.3195,,
294,0.5351,4.8252,0,4.2901,,
295,3.8424,1.5179,0,2.3245,,
296,3.7634,1.5969,1,2.1665,,
297,3.826,1.0334,0,2.7926,,
298,3.2133,2.147,1,1.0663,,
299,4.8285,0.5318,1,4.2967,,
300,3.1747,2.1856,0,0.9891,,
301,3.7892,1.5711,0,2.2181,,
302,3.8792,1.4811,1,2.3981,,
303,5.3603,0,0,5.3603,,
304,1.5969,3.7634,1,2.1665,,
305,4.3826,0.9777,0,3.4049,,
306,2.0195,3.3408,0,1.3213,,
307,3.8508,1.5095,0,2.3413,,
308,3.7976,1.0618,1,2.7358,,
309,3.2107,2.1496,0,1.0611,,
310,4.8303,0.53,0,4.3003,,
311,1.4811,3.8792,0,2.3981,,
312,1.7296,3.6307,1,1.9011,,
313,0.9828,4.3775,0,3.3947,,
314,1.6152,3.2442,0,1.629,,
315,4.3808,0.9795,0,3.4013,,
316,0.4477,4.9126,1,4.4649,,
317,1.0618,4.2985,1,3.2367,,
318,3.7583,1.602,1,2.1563,,
319,1.0618,4.2985,1,3.2367,,
320,1.0651,4.484,1,3.4189,,
321,4.8285,1.8051,0,3.0234,,
322,3.7407,1.1187,0,2.622,,
323,0.4477,4.9126,1,4.4649,,
324,4.3808,0.9795,0,3.4013,,
325,4.7767,0.5836,0,4.1931,,
326,3.826,1.0334,0,2.7926,,
327,4.3269,1.0334,1,3.2935,,
328,4.3775,0.9828,0,3.3947,,
329,2.1937,3.1666,0,0.9729,,
330,3.8792,1.4811,0,2.3981,,
331,0,4.8594,0,4.8594,,
332,0.9486,4.4117,1,3.4631,,
333,1.5634,3.7969,1,2.2335,,
334,2.0497,3.3106,1,1.2609,,
335,0.4477,4.9126,1,4.4649,,
336,3.8457,2.7879,1,1.0578,,
337,1.0316,4.3287,1,3.2971,,
338,3.8475,1.5128,1,2.3347,,
339,2.785,2.5753,0,0.2097,,
340,3.3168,2.0435,1,1.2733,,
341,1.5179,3.8424,1,2.3245,,
342,1.5969,3.7634,0,2.1665,,
343,1.0334,3.826,0,2.7926,,
344,4.2901,1.0702,0,3.2199,,
345,1.547,3.8133,0,2.2663,,
346,2.7914,2.5689,1,0.2225,,
347,4.2416,1.1187,0,3.1229,,
348,0.5318,4.8285,0,4.2967,,
349,1.6538,3.7065,1,2.0527,,
350,3.7969,1.5634,0,2.2335,,
351,3.8457,2.7879,0,1.0578,,
352,2.8141,2.5462,0,0.2679,,
353,3.3492,2.0111,1,1.3381,,
354,3.7634,1.5969,0,2.1665,,
355,4.3269,1.0334,1,3.2935,,
356,1.626,3.7343,0,2.1083,,
357,1.0367,4.3236,0,3.2869,,
358,2.5753,2.785,1,0.2097,,
359,3.8508,1.5095,0,2.3413,,
360,3.8184,1.5419,0,2.2765,,
361,1.0334,4.3269,0,3.2935,,
362,3.7969,1.5634,1,2.2335,,
363,3.7969,1.5634,0,2.2335,,
364,1.0334,4.3269,1,3.2935,,
365,4.2985,1.0618,0,3.2367,,
366,3.8759,1.4844,0,2.3915,,
367,0.5351,4.8252,0,4.2901,,
368,4.3269,1.0334,0,3.2935,,
369,4.3269,1.0334,0,3.2935,,
370,4.3269,1.0334,0,3.2935,,
371,1.0334,4.3269,0,3.2935,,
372,2.8141,2.5462,1,0.2679,,
373,3.7976,1.5627,1,2.2349,,
374,3.826,1.5343,0,2.2917,,
375,3.7969,1.5634,0,2.2335,,
376,1.4811,3.8792,0,2.3981,,
377,3.8872,1.6619,0,2.2253,,
378,0.9828,4.3775,1,3.3947,,
379,3.2618,2.0985,1,1.1633,,
380,2.5462,2.8141,0,0.2679,,
381,4.2985,1.0618,1,3.2367,,
382,0.5351,4.8252,0,4.2901,,
383,1.5179,3.8424,1,2.3245,,
384,1.0334,4.3269,1,3.2935,,
385,3.3459,2.0144,1,1.3315,,
386,2.8432,2.5171,1,0.3261,,
387,3.9824,1.5667,0,2.4157,,
388,4.2985,1.0618,0,3.2367,,
389,1.602,3.7583,0,2.1563,,
390,1.5969,3.7634,1,2.1665,,
391,2.8141,2.5462,0,0.2679,,
392,2.7879,3.8457,0,1.0578,,
393,4.2985,1.0618,1,3.2367,,
394,1.036,4.3243,1,3.2883,,
395,1.0651,4.484,0,3.4189,,
396,4.2985,1.0618,0,3.2367,,
397,3.7634,1.5969,1,2.1665,,
398,2.0188,3.3415,1,1.3227,,
399,0.53,4.8303,0,4.3003,,
400,1.4793,3.881,0,2.4017,,
401,3.2588,3.3748,1,0.116,,
402,1.0316,3.8278,1,2.7962,,
403,2.114,3.2463,0,1.1323,,
404,3.0762,2.2841,1,0.7921,,
405,0.9828,4.3775,1,3.3947,,
406,3.7892,1.0702,1,2.719,,
407,2.1547,3.2056,1,1.0509,,
408,1.0702,4.2901,0,3.2199,,
409,3.7343,1.626,0,2.1083,,
410,2.8108,2.5495,0,0.2613,,
411,3.3441,3.2895,0,0.0546,,
412,3.3408,2.0195,0,1.3213,,
413,3.7634,1.5969,1,2.1665,,
414,2.7572,2.6031,1,0.1541,,
415,3.8757,2.7579,0,1.1178,,
416,2.1107,2.6854,1,0.5747,,
417,1.0702,4.2901,1,3.2199,,
418,3.2056,2.1547,0,1.0509,,
419,2.1611,3.1992,0,1.0381,,
420,3.3168,2.0435,0,1.2733,,
421,1.5969,3.1992,0,1.6023,,
422,5.0618,1.5718,0,3.49,,
423,2.1722,3.1881,1,1.0159,,
424,3.8184,1.5419,0,2.2765,,
425,4.4725,2.1611,0,2.3114,,
426,3.0762,2.2841,1,0.7921,,
427,2.2226,4.411,1,2.1884,,
428,3.8274,1.5329,0,2.2945,,
429,0.5351,4.8252,1,4.2901,,
430,3.2866,2.0737,1,1.2129,,
431,3.7645,1.5958,0,2.1687,,
432,3.2107,1.6487,1,1.562,,
433,3.2876,1.5718,0,1.7158,,
434,1.0334,2.0479,0,1.0145,,
435,2.1679,2.0446,1,0.1233,,
436,4.3269,1.0334,0,3.2935,,
437,4.4117,0.4477,0,3.964,,
438,3.3124,2.0479,0,1.2645,,
439,3.8759,1.4844,0,2.3915,,
440,1.0651,4.2952,0,3.2301,,
441,4.2467,1.1136,0,3.1331,,
442,2.7267,2.6336,1,0.0931,,
443,1.4804,3.8799,1,2.3995,,
444,3.8759,1.4844,0,2.3915,,
445,4.3287,1.0316,0,3.2971,,
446,3.3459,2.0144,1,1.3315,,
447,2.5204,2.8399,1,0.3195,,
448,1.6972,3.1622,1,1.465,,
449,1.5969,3.2625,0,1.6656,,
450,3.2618,1.0334,0,2.2284,,
451,2.7609,2.0985,0,0.6624,,
452,1.5146,3.8457,1,2.3311,,
453,0.9828,3.8133,0,2.8305,,
454,3.8759,1.4844,0,2.3915,,
455,0.5351,4.8252,1,4.2901,,
456,4.3269,1.0334,0,3.2935,,
457,1.5095,3.8508,0,2.3413,,
458,3.3124,2.0479,0,1.2645,,
459,4.411,0.9493,0,3.4617,,
460,0.5351,4.8252,1,4.2901,,
461,1.0618,4.2985,1,3.2367,,
462,2.5837,2.7766,1,0.1929,,
463,4.2985,1.0618,1,3.2367,,
464,3.375,1.4844,0,1.8906,,
465,2.0479,2.8115,0,0.7636,,
466,1.0852,3.21,1,2.1248,,
467,0.9493,4.411,1,3.4617,,
468,4.3808,0.9795,0,3.4013,,
469,1.5664,3.7939,1,2.2275,,
470,1.5146,3.8457,0,2.3311,,
471,2.0985,3.2618,1,1.1633,,
472,2.0479,3.3124,0,1.2645,,
473,1.4844,3.8759,1,2.3915,,
474,3.375,1.4844,0,1.8906,,
475,1.602,3.7583,1,2.1563,,
476,2.0111,3.3492,1,1.3381,,
477,0.9795,4.3808,0,3.4013,,
478,2.2757,3.0846,0,0.8089,,
479,1.626,3.7343,0,2.1083,,
480,4.3808,0.9795,0,3.4013,,
481,4.3775,0.9828,1,3.3947,,
482,3.8508,1.5095,0,2.3413,,
483,2.5991,2.7612,1,0.1621,,
484,1.0702,4.2901,1,3.2199,,
485,4.3775,0.9828,0,3.3947,,
486,2.785,2.5753,0,0.2097,,
487,2.2096,2.6498,0,0.4402,,
488,3.7601,1.6002,1,2.1599,,
489,1.5711,3.7892,0,2.2181,,
490,2.7799,2.5804,0,0.1995,,
491,3.8424,1.5179,0,2.3245,,
492,2.8097,2.5506,1,0.2591,,
493,2.6031,2.7572,1,0.1541,,
494,4.9126,0.4477,0,4.4649,,
495,1.0669,4.2934,1,3.2265,,
496,0.5009,4.8594,1,4.3585,,
497,0,5.3603,1,5.3603,,
498,4.9126,0.4477,0,4.4649,,
499,2.8483,2.512,0,0.3363,,
500,3.3492,2.0111,1,1.3381,,
501,1.0852,3.7742,0,2.689,,
502,3.3415,2.0188,0,1.3227,,
503,3.8424,1.5179,0,2.3245,,
504,3.3124,2.0479,0,1.2645,,
505,1.5179,3.8424,0,2.3245,,
506,2.0144,3.3459,0,1.3315,,
507,3.2672,2.0931,1,1.1741,,
508,4.9126,0.4477,1,4.4649,,
509,2.0162,3.3441,1,1.3279,,
510,1.0119,4.3484,0,3.3365,,
511,4.7767,0.5836,0,4.1931,,
512,0.9828,4.3775,1,3.3947,,
513,4.3808,0.9795,0,3.4013,,
514,4.2985,1.0618,1,3.2367,,
515,3.8457,2.7879,1,1.0578,,
516,2.8159,2.5444,1,0.2715,,
517,1.4844,3.8759,1,2.3915,,
518,4.2901,1.0702,1,3.2199,,
519,1.0618,4.2985,1,3.2367,,
520,3.3492,2.0111,1,1.3381,,
521,1.749,3.6113,0,1.8623,,
522,1.5711,3.7892,1,2.2181,,
523,2.8399,2.5204,0,0.3195,,
524,4.8303,0.53,0,4.3003,,
525,4.9091,1.7245,0,3.1846,,
526,1.1719,5.4617,0,4.2898,,
527,1.5095,3.8508,0,2.3413,,
528,2.6865,2.6738,0,0.0127,,
529,3.8468,1.5135,0,2.3333,,
530,3.2895,3.3441,1,0.0546,,
531,3.7969,1.5634,0,2.2335,,
532,2.8432,2.5171,0,0.3261,,
533,2.785,2.5753,0,0.2097,,
534,4.8285,0.5318,1,4.2967,,
535,3.2588,3.3748,1,0.116,,
536,3.4279,2.7048,0,0.7231,,
537,3.7969,1.5634,1,2.2335,,
538,3.7969,1.5634,0,2.2335,,
539,3.1104,2.2499,1,0.8605,,
540,2.1276,4.506,0,2.3784,,
541,2.0694,3.2909,0,1.2215,,
542,2.5804,2.7799,0,0.1995,,
543,3.2625,2.0978,1,1.1647,,
544,3.7969,1.5634,0,2.2335,,
545,2.8483,2.512,0,0.3363,,
546,2.7766,2.5837,0,0.1929,,
547,0.9828,4.3775,0,3.3947,,
548,2.2563,3.104,1,0.8477,,
549,2.2757,3.0846,0,0.8089,,
550,3.3408,2.0195,0,1.3213,,
551,3.7065,1.6538,1,2.0527,,
552,0.9486,4.4117,0,3.4631,,
553,2.5506,2.8097,1,0.2591,,
554,4.9126,0.4477,1,4.4649,,
555,4.411,0.9493,0,3.4617,,
556,2.2561,4.3775,0,2.1214,,
557,1.0316,4.3287,0,3.2971,,
558,1.0702,4.2901,1,3.2199,,
559,1.5179,3.8424,0,2.3245,,
560,3.3106,2.0497,0,1.2609,,
561,1.0618,4.2985,1,3.2367,,
562,3.7936,1.5667,1,2.2269,,
563,1.7155,3.6448,0,1.9293,,
564,1.5634,3.7969,0,2.2335,,
565,0.4477,4.9126,1,4.4649,,
566,3.3413,3.2923,0,0.049,,
567,4.3236,1.0367,0,3.2869,,
568,1.4811,3.8792,1,2.3981,,
569,4.9126,0.4477,0,4.4649,,
570,2.512,2.8483,1,0.3363,,
571,2.7579,3.8757,0,1.1178,,
572,3.3492,2.0111,0,1.3381,,
573,1.0618,4.2985,1,3.2367,,
574,1.4811,3.8792,1,2.3981,,
575,2.5804,2.7799,1,0.1995,,
576,2.0497,3.3106,1,1.2609,,
577,4.8587,0.5016,1,4.3571,,
578,3.2056,2.1547,0,1.0509,,
579,0.4477,4.9126,1,4.4649,,
580,2.6983,2.662,1,0.0363,,
581,1.0334,4.3269,1,3.2935,,
582,2.0111,3.3492,1,1.3381,,
583,0,5.3603,0,5.3603,,
584,4.8252,0.5351,0,4.2901,,
585,4.2985,1.0618,0,3.2367,,
586,2.1353,2.6414,1,0.5061,,
587,2.7572,2.6031,1,0.1541,,
588,1.6538,3.7065,0,2.0527,,
589,3.3117,2.0486,1,1.2631,,
590,2.0162,3.3441,1,1.3279,,
591,4.2901,1.0702,0,3.2199,,
592,5.3603,0,0,5.3603,,
593,2.1276,3.2327,1,1.1051,,
594,0.9493,4.411,1,3.4617,,
595,3.7939,1.5664,0,2.2275,,
596,3.3415,2.0188,1,1.3227,,
597,2.7914,2.5689,0,0.2225,,
598,2.7799,2.5804,0,0.1995,,
599,1.5135,3.8468,1,2.3333,,
600,0.9828,4.3775,0,3.3947,,
601,3.881,1.4793,0,2.4017,,
602,2.3081,3.0522,0,0.7441,,
603,1.4844,3.8759,1,2.3915,,
604,1.5634,3.7969,1,2.2335,,
605,1.5135,3.8468,0,2.3333,,
606,2.0111,3.3492,1,1.3381,,
607,1.5711,3.7892,0,2.2181,,
608,1.5634,3.7969,1,2.2335,,
609,3.3783,2.7544,0,0.6239,,
610,3.7976,1.5627,1,2.2349,,
611,3.8792,2.7544,0,1.1248,,
612,1.0669,4.2934,1,3.2265,,
613,3.2866,2.0737,0,1.2129,,
614,3.7634,1.5969,1,2.1665,,
615,2.5513,2.809,1,0.2577,,
616,4.9126,0.4477,1,4.4649,,
617,2.5753,2.785,0,0.2097,,
618,1.9853,3.375,0,1.3897,,
619,1.5179,3.8424,0,2.3245,,
620,2.0435,3.3168,0,1.2733,,
621,2.0111,3.3492,1,1.3381,,
622,2.0195,3.3408,1,1.3213,,
623,4.8303,0.53,0,4.3003,,
624,2.0195,3.3408,1,1.3213,,
625,2.785,2.0111,1,0.7739,,
626,1.0618,4.2985,1,3.2367,,
627,3.7583,1.602,0,2.1563,,
628,3.7634,1.5969,0,2.1665,,
629,3.2588,3.3748,0,0.116,,
630,1.0669,4.2934,0,3.2265,,
631,2.2305,3.1298,1,0.8993,,
632,0.4477,4.9126,0,4.4649,,
633,3.3117,2.0486,1,1.2631,,
634,2.0155,3.3448,1,1.3293,,
635,2.5513,2.809,1,0.2577,,
636,2.7914,2.5689,0,0.2225,,
637,2.0162,3.3441,0,1.3279,,
638,1.4811,3.8792,0,2.3981,,
639,4.3808,0.9795,1,3.4013,,
640,3.2833,2.077,1,1.2063,,
641,2.5753,2.785,1,0.2097,,
642,1.5969,3.7634,1,2.1665,,
643,0.4477,4.9126,1,4.4649,,
644,3.375,1.9853,1,1.3897,,
645,2.1276,3.2327,1,1.1051,,
646,1.1187,4.2416,0,3.1229,,
647,4.3276,1.0327,0,3.2949,,
648,2.0111,3.3492,1,1.3381,,
649,1.5128,3.8475,1,2.3347,,
650,4.3236,1.0367,0,3.2869,,
651,2.2499,3.1104,0,0.8605,,
652,2.8141,2.5462,1,0.2679,,
653,2.8141,2.5462,1,0.2679,,
654,2.1856,3.1747,0,0.9891,,
655,2.0111,3.3492,1,1.3381,,
656,2.8432,3.2895,0,0.4463,,
657,2.0111,3.3492,1,1.3381,,
658,3.3492,2.0111,0,1.3381,,
659,4.2985,1.0618,1,3.2367,,
660,3.183,2.1773,0,1.0057,,
661,2.785,2.5753,1,0.2097,,
662,2.1547,3.2056,1,1.0509,,
663,3.7601,1.6002,0,2.1599,,
664,1.0669,4.2934,0,3.2265,,
665,1.0327,4.3276,0,3.2949,,
666,3.1765,2.1838,1,0.9927,,
667,1.5179,3.8424,0,2.3245,,
668,4.8252,0.5351,0,4.2901,,
