,Player 1 Score,Player 2 Score,Winner,,,
10064,3.2424,1.0334,0,2.209,,
10065,1.0334,4.3269,1,3.2935,,
10066,1.0334,3.826,0,2.7926,,
10067,0.5836,4.7767,0,4.1931,,
10068,3.7918,1.0334,1,2.7584,,
10069,0,0,0,0,,
10070,1.0334,3.826,1,2.7926,,
10071,1.0334,2.0479,0,1.0145,,
10072,1.0334,4.3269,1,3.2935,,
10073,2.6414,2.1353,0,0.5061,,
10074,2.1805,3.1798,0,0.9993,,
10075,2.0195,2.2563,0,0.2368,,
10076,1.1187,3.7407,1,2.622,,
10077,4.3269,1.0334,0,3.2935,,
10078,1.0334,3.826,1,2.7926,,
10079,1.0334,3.826,0,2.7926,,
10080,1.0334,4.3269,1,3.2935,,
10081,4.2985,1.0618,0,3.2367,,
10082,2.6088,1.0367,1,1.5721,,
10083,4.2416,1.1187,1,3.1229,,
10084,4.3269,1.0334,0,3.2935,,
10085,2.0195,3.3408,0,1.3213,,
10086,4.411,0.9493,0,3.4617,,
10087,3.3408,2.0195,1,1.3213,,
10088,2.3067,4.3269,0,2.0202,,
10089,3.2618,1.0334,1,2.2284,,
10090,0,0,0,0,,
10091,0,0,1,0,,
10092,0,0,0,0,,
10093,0,0,1,0,,
10094,2.3067,3.826,1,1.5193,,
10095,4.3269,1.0334,1,3.2935,,
10096,2.0195,3.3408,1,1.3213,,
10097,1.0334,2.6782,0,1.6448,,
10098,4.3269,1.0334,1,3.2935,,
10099,2.785,2.5753,1,0.2097,,
10100,3.2424,1.0334,1,2.209,,
10101,2.0195,2.2563,0,0.2368,,
10102,4.3269,1.0334,0,3.2935,,
10103,1.0334,4.3269,0,3.2935,,
10104,4.3269,2.3067,0,2.0202,,
10105,3.2424,1.0334,0,2.209,,
10106,0,0,0,0,,
10107,0,0,1,0,,
10108,1.0334,4.3269,1,3.2935,,
10109,0,0,1,0,,
10110,0.5016,4.3578,1,3.8562,,
10111,4.3269,1.0334,0,3.2935,,
10112,2.3067,4.3269,0,2.0202,,
10113,1.6699,3.8986,0,2.2287,,
10114,0,0,1,0,,
10115,4.3276,1.8051,1,2.5225,,
10116,1.0334,3.7918,1,2.7584,,
10117,3.8759,1.4844,0,2.3915,,
10118,3.2056,2.1547,0,1.0509,,
10119,3.826,1.0334,0,2.7926,,
10120,3.1104,2.2499,1,0.8605,,
10121,0,0,1,0,,
10122,4.3269,1.0334,0,3.2935,,
10123,3.0813,2.279,1,0.8023,,
10124,1.2733,0,0,1.2733,,
10125,2.7861,1.0334,0,1.7527,,
10126,2.2164,3.1439,0,0.9275,,
10127,3.2056,1.6538,1,1.5518,,
10128,4.3269,1.0334,0,3.2935,,
10129,3.2625,2.0978,0,1.1647,,
10130,1.0334,2.7861,0,1.7527,,
10131,2.5797,2.7806,0,0.2009,,
10132,2.6479,2.7124,1,0.0645,,
10133,2.3067,3.826,1,1.5193,,
10134,2.0435,3.3168,1,1.2733,,
10135,3.826,1.0334,0,2.7926,,
10136,4.3269,1.0334,0,3.2935,,
10137,3.7969,1.5634,1,2.2335,,
10138,3.826,1.0334,0,2.7926,,
10139,1.0334,4.3269,1,3.2935,,
10140,0,0,1,0,,
10141,4.3269,1.0334,0,3.2935,,
10142,1.0334,4.3269,0,3.2935,,
10143,0,1.2733,1,1.2733,,
10144,2.0195,3.3408,1,1.3213,,
10145,1.2733,0,1,1.2733,,
10146,2.1805,2.6789,1,0.4984,,
10147,3.826,1.0334,1,2.7926,,
10148,1.0334,3.7627,1,2.7293,,
10149,2.5797,2.2797,1,0.3,,
10150,2.0479,1.0334,0,1.0145,,
10151,2.279,3.0813,1,0.8023,,
10152,3.1957,3.4379,1,0.2422,,
10153,1.0334,4.3269,1,3.2935,,
10154,4.3276,1.8051,0,2.5225,,
10155,4.2661,1.0942,0,3.1719,,
10156,3.2424,1.0334,0,2.209,,
10157,2.6865,2.6738,0,0.0127,,
10158,1.0334,4.3269,1,3.2935,,
10159,2.3067,3.2424,0,0.9357,,
10160,4.3269,1.0334,1,3.2935,,
10161,0,1.2733,1,1.2733,,
10162,2.6789,2.6814,1,0.0025,,
10163,4.3269,1.0334,0,3.2935,,
10164,0.9493,3.8468,0,2.8975,,
10165,3.826,1.0334,1,2.7926,,
10166,3.3783,1.4811,0,1.8972,,
10167,3.4379,3.1957,1,0.2422,,
10168,2.0978,3.2625,0,1.1647,,
10169,2.6563,2.704,1,0.0477,,
10170,1.5969,3.7634,1,2.1665,,
10171,1.2733,0,1,1.2733,,
10172,4.3269,2.3067,1,2.0202,,
10173,4.9126,0.4477,0,4.4649,,
10174,3.826,1.0334,0,2.7926,,
10175,3.6649,1.6954,1,1.9695,,
10176,2.6563,2.704,1,0.0477,,
10177,0,1.2733,0,1.2733,,
10178,1.5419,3.8184,0,2.2765,,
10179,2.6865,2.6738,0,0.0127,,
10180,3.826,1.0334,0,2.7926,,
10181,1.5678,3.7925,0,2.2247,,
10182,2.8141,2.5462,0,0.2679,,
10183,0,1.2733,0,1.2733,,
10184,4.3269,1.0334,0,3.2935,,
10185,0,0,0,0,,
10186,0,1.2733,1,1.2733,,
10187,0,1.2733,0,1.2733,,
10188,1.0334,2.0479,1,1.0145,,
10189,1.2733,0,0,1.2733,,
10190,4.3269,1.0334,1,3.2935,,
10191,1.4786,3.8817,1,2.4031,,
10192,0,1.2733,0,1.2733,,
10193,1.0334,3.2424,1,2.209,,
10194,0,0,1,0,,
10195,0,0,1,0,,
10196,4.3269,2.3067,1,2.0202,,
10197,1.0334,4.3269,0,3.2935,,
10198,1.0334,4.3269,1,3.2935,,
10199,4.3269,1.0334,1,3.2935,,
10200,0,1.2733,0,1.2733,,
10201,2.0479,2.3067,0,0.2588,,
10202,1.0334,3.826,0,2.7926,,
10203,3.2424,1.0334,0,2.209,,
10204,0,0,1,0,,
10205,1.2733,0,0,1.2733,,
10206,1.0334,4.3269,0,3.2935,,
10207,1.0334,2.0479,0,1.0145,,
10208,3.2424,1.0334,1,2.209,,
10209,1.2733,0,1,1.2733,,
10210,0,0,1,0,,
10211,0,0,0,0,,
10212,0,0,1,0,,
10213,3.2283,2.132,1,1.0963,,
10214,3.8475,0.4477,0,3.3998,,
10215,1.0334,4.3269,1,3.2935,,
10216,1.5969,3.7634,1,2.1665,,
10217,2.0479,2.1646,0,0.1167,,
10218,1.0334,4.3269,1,3.2935,,
10219,0,0,0,0,,
10220,4.3269,2.3067,0,2.0202,,
10221,4.3269,1.0334,1,3.2935,,
10222,2.6983,2.662,0,0.0363,,
10223,2.0985,3.2618,0,1.1633,,
10224,2.1029,3.2574,1,1.1545,,
10225,3.2424,2.3067,0,0.9357,,
10226,4.3269,1.0334,0,3.2935,,
10227,0,0,1,0,,
10228,2.0195,3.3408,1,1.3213,,
10229,2.0497,3.3106,1,1.2609,,
10230,2.0978,3.2625,1,1.1647,,
10231,1.0618,4.2985,0,3.2367,,
10232,4.3269,1.0334,0,3.2935,,
10233,1.0334,4.3269,1,3.2935,,
10234,3.3466,1.5128,0,1.8338,,
10235,2.7879,3.8457,1,1.0578,,
10236,4.3269,1.0334,0,3.2935,,
10237,2.6983,2.662,0,0.0363,,
10238,3.7634,1.5969,1,2.1665,,
10239,2.8399,2.5204,0,0.3195,,
10240,1.5135,3.8468,0,2.3333,,
10241,1.5969,3.7634,0,2.1665,,
10242,2.7515,2.6088,0,0.1427,,
10243,1.0618,4.2985,1,3.2367,,
10244,3.7601,1.6002,0,2.1599,,
10245,1.5634,3.7969,1,2.2335,,
10246,2.6943,2.1018,1,0.5925,,
10247,3.8468,1.5135,0,2.3333,,
10248,4.4625,1.6702,0,2.7923,,
10249,0,0,0,0,,
10250,0,0,0,0,,
10251,3.826,2.3067,1,1.5193,,
10252,2.0453,3.315,0,1.2697,,
10253,3.3441,2.0162,0,1.3279,,
10254,1.0334,3.2618,0,2.2284,,
10255,3.826,1.0334,0,2.7926,,
10256,1.4793,3.881,0,2.4017,,
10257,1.5634,3.7969,1,2.2335,,
10258,1.2733,0,1,1.2733,,
10259,1.0334,2.0479,0,1.0145,,
10260,1.4804,3.8799,1,2.3995,,
10261,4.411,0.9493,0,3.4617,,
10262,2.7321,1.5631,1,1.169,,
10263,4.2643,1.096,0,3.1683,,
10264,2.1309,3.2294,1,1.0985,,
10265,3.826,1.0334,1,2.7926,,
10266,0,0,0,0,,
10267,2.3067,4.3269,1,2.0202,,
10268,2.1269,3.2334,1,1.1065,,
10269,3.113,2.2473,0,0.8657,,
10270,1.0334,4.3269,1,3.2935,,
10271,5.3603,0,1,5.3603,,
10272,3.7925,1.0669,1,2.7256,,
10273,1.5711,3.7892,1,2.2181,,
10274,1.6954,0,0,1.6954,,
10275,2.0479,1.0334,0,1.0145,,
10276,2.7799,2.5804,0,0.1995,,
10277,4.411,0.9493,1,3.4617,,
10278,1.0334,4.3269,1,3.2935,,
10279,1.0334,4.3269,1,3.2935,,
10280,2.0162,3.3441,1,1.3279,,
10281,4.8285,0.5318,1,4.2967,,
10282,1.5179,3.3415,0,1.8236,,
10283,2.7288,2.0479,0,0.6809,,
10284,4.3775,0.9828,0,3.3947,,
10285,1.5667,3.7936,0,2.2269,,
10286,0.5016,4.8587,1,4.3571,,
10287,2.7288,2.6315,1,0.0973,,
10288,3.8792,1.4811,1,2.3981,,
10289,2.0497,3.3106,0,1.2609,,
10290,4.8252,0.5351,0,4.2901,,
10291,2.0479,2.3067,0,0.2588,,
10292,2.0137,3.3466,1,1.3329,,
10293,3.2618,1.0334,0,2.2284,,
10294,1.0618,4.2985,1,3.2367,,
10295,4.3269,1.0334,1,3.2935,,
10296,1.0334,4.3269,1,3.2935,,
10297,0,0,0,0,,
10298,3.2089,2.1514,1,1.0575,,
10299,1.8051,4.8285,0,3.0234,,
10300,2.5753,2.785,0,0.2097,,
10301,1.0334,3.7918,1,2.7584,,
10302,1.6196,5.014,1,3.3944,,
10303,1.0334,3.2618,0,2.2284,,
10304,2.7605,2.5998,1,0.1607,,
10305,0,1.2733,0,1.2733,,
10306,2.7766,2.5837,1,0.1929,,
10307,3.2625,1.5969,1,1.6656,,
10308,2.1015,3.2588,1,1.1573,,
10309,1.0334,4.3269,1,3.2935,,
10310,4.3269,1.0334,1,3.2935,,
10311,4.3269,2.3067,1,2.0202,,
10312,2.132,3.2283,0,1.0963,,
10313,4.3269,1.0334,0,3.2935,,
10314,4.3269,1.0334,0,3.2935,,
10315,3.3157,2.0446,0,1.2711,,
10316,4.3269,1.0334,0,3.2935,,
10317,4.8285,1.8051,1,3.0234,,
10318,2.7267,2.6336,1,0.0931,,
10319,3.7969,1.5634,1,2.2335,,
10320,1.8051,4.8285,0,3.0234,,
10321,4.8285,1.8051,1,3.0234,,
10322,1.0334,4.3269,0,3.2935,,
10323,5.3603,0,0,5.3603,,
10324,4.3269,2.3067,0,2.0202,,
10325,1.0334,4.3269,0,3.2935,,
10326,1.0334,4.3269,1,3.2935,,
10327,1.4844,2.2272,1,0.7428,,
10328,2.7879,3.8457,0,1.0578,,
10329,2.5797,2.7806,0,0.2009,,
10330,3.8468,0.9493,1,2.8975,,
10331,4.3243,1.036,1,3.2883,,
10332,3.0762,2.2841,1,0.7921,,
10333,4.3269,1.0334,0,3.2935,,
10334,3.8792,1.4811,0,2.3981,,
10335,4.3269,2.3067,0,2.0202,,
10336,4.8252,0.5351,0,4.2901,,
10337,3.3106,2.0497,1,1.2609,,
10338,4.3269,1.0334,0,3.2935,,
10339,4.3269,1.0334,1,3.2935,,
10340,0.5351,4.8252,1,4.2901,,
10341,3.2895,3.3441,0,0.0546,,
10342,3.8759,1.4844,1,2.3915,,
10343,2.0985,3.2618,1,1.1633,,
10344,1.5969,3.7634,1,2.1665,,
10345,3.3106,2.0497,0,1.2609,,
10346,1.0334,4.3269,1,3.2935,,
10347,2.7879,3.8457,1,1.0578,,
10348,1.4811,3.8792,0,2.3981,,
10349,1.4844,3.8759,1,2.3915,,
10350,2.2841,3.0762,1,0.7921,,
10351,2.0162,3.3441,1,1.3279,,
10352,2.5753,2.785,1,0.2097,,
10353,1.0334,4.3269,0,3.2935,,
10354,3.7969,1.5634,0,2.2335,,
10355,0.9486,4.4117,1,3.4631,,
10356,0,1.2139,1,1.2139,,
10357,1.0334,3.2618,1,2.2284,,
10358,4.3269,2.3067,0,2.0202,,
10359,4.3269,1.0334,0,3.2935,,
10360,3.1957,2.1646,0,1.0311,,
10361,2.0497,3.3106,0,1.2609,,
10362,0,0,0,0,,
10363,1.0119,4.3484,1,3.3365,,
10364,1.0334,4.3269,1,3.2935,,
10365,4.8587,0.5016,0,4.3571,,
10366,3.1622,1.6972,1,1.465,,
10367,3.4379,3.1957,1,0.2422,,
10368,1.7555,4.8781,1,3.1226,,
10369,4.3269,1.0334,1,3.2935,,
10370,2.2473,3.113,0,0.8657,,
10371,0.9493,4.411,0,3.4617,,
10372,3.3492,2.0111,0,1.3381,,
10373,1.0334,3.2618,1,2.2284,,
10374,3.3168,2.0435,0,1.2733,,
10375,4.8252,0.5351,1,4.2901,,
10376,3.1589,2.2014,0,0.9575,,
10377,1.2139,0,0,1.2139,,
10378,1.4844,3.8759,1,2.3915,,
10379,0.9795,4.3808,0,3.4013,,
10380,3.7634,1.5969,1,2.1665,,
10381,1.6637,3.6966,1,2.0329,,
10382,3.3124,0.9828,0,2.3296,,
10383,3.7634,1.5969,0,2.1665,,
10384,1.0334,4.3269,1,3.2935,,
10385,2.7189,2.6414,0,0.0775,,
10386,1.0334,3.826,1,2.7926,,
10387,0,0,1,0,,
10388,0,0,0,0,,
10389,1.2733,0,1,1.2733,,
10390,2.7577,1.5969,1,1.1608,,
10391,2.7288,2.6315,1,0.0973,,
10392,4.3269,1.0334,1,3.2935,,
10393,3.2574,1.602,1,1.6554,,
10394,4.2985,1.0618,1,3.2367,,
10395,2.7156,2.6447,0,0.0709,,
10396,2.3067,3.826,0,1.5193,,
10397,3.826,1.0334,0,2.7926,,
10398,0,1.2733,0,1.2733,,
10399,3.826,2.3067,1,1.5193,,
10400,1.6487,3.7116,1,2.0629,,
10401,3.826,1.0334,0,2.7926,,
10402,0,0,0,0,,
10403,1.0618,4.2985,1,3.2367,,
10404,2.0479,1.0334,0,1.0145,,
10405,1.0651,4.2952,1,3.2301,,
10406,3.826,2.3067,1,1.5193,,
10407,1.2733,0,0,1.2733,,
10408,4.2952,1.0651,1,3.2301,,
10409,4.3269,1.0334,1,3.2935,,
10410,4.2934,1.0669,1,3.2265,,
10411,1.2733,0,1,1.2733,,
10412,3.826,1.0334,1,2.7926,,
10413,2.0479,2.3067,1,0.2588,,
10414,1.2733,0,1,1.2733,,
10415,2.785,2.5753,1,0.2097,,
10416,2.5444,2.8159,1,0.2715,,
10417,1.5179,3.8424,0,2.3245,,
10418,1.0334,3.2618,0,2.2284,,
10419,1.5667,3.7936,1,2.2269,,
10420,0.9493,4.411,0,3.4617,,
10421,2.3067,3.2424,1,0.9357,,
10422,3.1104,1.1654,0,1.945,,
10423,4.8285,1.8051,1,3.0234,,
10424,3.2618,1.0334,0,2.2284,,
10425,1.1312,1.2733,1,0.1421,,
10426,1.0367,3.8227,1,2.786,,
10427,3.1687,2.1916,0,0.9771,,
10428,1.2204,5.4132,0,4.1928,,
10429,3.826,1.0334,0,2.7926,,
10430,2.3067,4.3269,0,2.0202,,
10431,2.1269,3.2334,1,1.1065,,
10432,2.809,2.5513,1,0.2577,,
10433,3.8759,1.4844,1,2.3915,,
10434,4.3269,1.0334,1,3.2935,,
10435,3.3459,2.0144,0,1.3315,,
10436,0.4477,4.9126,0,4.4649,,
10437,3.104,2.2563,0,0.8477,,
10438,1.0334,3.826,1,2.7926,,
10439,4.3276,1.8051,1,2.5225,,
10440,0.9828,4.3775,1,3.3947,,
10441,2.3067,4.3269,1,2.0202,,
10442,3.2327,2.1276,0,1.1051,,
10443,1.5179,3.8424,1,2.3245,,
10444,4.484,1.6487,1,2.8353,,
10445,0.4477,4.9126,1,4.4649,,
10446,2.3067,4.3269,1,2.0202,,
10447,2.0195,3.3408,1,1.3213,,
10448,1.0334,3.2618,0,2.2284,,
10449,4.411,0.9493,1,3.4617,,
10450,3.0813,2.279,0,0.8023,,
10451,1.8051,4.8285,0,3.0234,,
10452,1.5634,3.7969,0,2.2335,,
10453,1.0845,5.5491,1,4.4646,,
10454,1.5146,3.8457,1,2.3311,,
10455,4.3269,1.0334,0,3.2935,,
10456,0.6303,3.6455,1,3.0152,,
10457,4.8285,1.8051,0,3.0234,,
10458,2.8432,2.0162,1,0.827,,
10459,3.3492,2.0111,1,1.3381,,
10460,4.2985,1.0618,0,3.2367,,
10461,2.8141,2.5462,0,0.2679,,
10462,2.3067,4.3269,1,2.0202,,
10463,1.0334,3.826,1,2.7926,,
10464,1.0334,3.2618,0,2.2284,,
10465,3.7433,1.0334,1,2.7099,,
10466,0,0,0,0,,
10467,1.0334,3.826,1,2.7926,,
10468,3.8281,1.0313,0,2.7968,,
10469,3.7433,1.0334,1,2.7099,,
10470,2.0195,3.3408,0,1.3213,,
10471,1.5664,3.7939,0,2.2275,,
10472,1.5969,3.7634,1,2.1665,,
10473,2.6031,2.7572,0,0.1541,,
10474,2.2797,2.5797,1,0.3,,
10475,1.0334,3.826,0,2.7926,,
10476,1.0334,4.3269,0,3.2935,,
10477,2.3435,1.4811,0,0.8624,,
10478,2.5998,2.7605,1,0.1607,,
10479,0,0,0,0,,
10480,1.0334,3.826,0,2.7926,,
10481,3.2424,1.0334,1,2.209,,
10482,2.0195,2.8399,1,0.8204,,
10483,2.6031,2.7572,0,0.1541,,
10484,1.0334,3.2618,1,2.2284,,
10485,1.0334,3.3212,0,2.2878,,
10486,4.3269,1.0334,0,3.2935,,
10487,0,0,1,0,,
10488,1.7245,3.1349,0,1.4104,,
10489,1.0334,3.2618,0,2.2284,,
10490,4.3269,1.0334,0,3.2935,,
10491,1.0334,3.826,0,2.7926,,
10492,1.0334,4.3269,0,3.2935,,
10493,0.4477,4.4117,1,3.964,,
10494,2.5797,2.7806,0,0.2009,,
10495,2.5462,1.7296,0,0.8166,,
10496,2.785,2.5753,1,0.2097,,
10497,2.0162,3.3441,1,1.3279,,
10498,1.0334,4.3269,0,3.2935,,
10499,3.7116,1.6487,1,2.0629,,
10500,2.1646,3.1957,1,1.0311,,
10501,4.5157,1.0334,1,3.4823,,
10502,3.744,1.8051,1,1.9389,,
10503,1.2733,0,1,1.2733,,
10504,1.0334,2.0479,1,1.0145,,
10505,1.0334,4.3269,1,3.2935,,
10506,3.1687,2.1916,0,0.9771,,
10507,3.3988,2.1697,1,1.2291,,
10508,1.6454,3.7149,1,2.0695,,
10509,5.3603,0,1,5.3603,,
10510,3.0813,1.7781,1,1.3032,,
10511,4.3269,1.0334,1,3.2935,,
10512,2.7464,2.6139,0,0.1325,,
10513,1.0334,2.7861,0,1.7527,,
10514,1.0334,2.0479,1,1.0145,,
10515,2.5947,2.7656,0,0.1709,,
10516,1.7555,4.8781,0,3.1226,,
10517,3.375,1.4844,0,1.8906,,
10518,1.0334,4.3269,0,3.2935,,
10519,2.0479,1.0334,1,1.0145,,
10520,1.7555,4.8781,1,3.1226,,
10521,1.0334,3.826,1,2.7926,,
10522,4.3269,1.0334,1,3.2935,,
10523,3.826,1.0334,1,2.7926,,
10524,3.8424,1.5179,1,2.3245,,
10525,2.0479,1.0334,1,1.0145,,
10526,1.0618,4.2985,0,3.2367,,
10527,2.8141,2.5462,0,0.2679,,
10528,0.5318,4.8285,1,4.2967,,
10529,3.826,1.0334,1,2.7926,,
10530,3.8986,1.6699,0,2.2287,,
10531,0.5016,4.8587,1,4.3571,,
10532,1.0334,2.6782,1,1.6448,,
10533,2.8097,2.0497,1,0.76,,
10534,1.0334,3.826,1,2.7926,,
10535,1.0334,3.2618,1,2.2284,,
10536,1.4844,3.8759,1,2.3915,,
10537,1.0334,3.826,0,2.7926,,
10538,3.7601,1.6002,1,2.1599,,
10539,1.5634,2.7318,1,1.1684,,
10540,1.0334,3.2618,1,2.2284,,
10541,3.7634,1.5969,0,2.1665,,
10542,1.0334,4.3269,1,3.2935,,
10543,5.9968,0.6368,0,5.36,,
10544,1.1603,2.5513,1,1.391,,
10545,1.5179,3.3415,1,1.8236,,
10546,4.3269,1.0334,1,3.2935,,
10547,2.132,3.2283,1,1.0963,,
10548,3.3408,2.0195,0,1.3213,,
10549,1.4844,3.8759,1,2.3915,,
10550,2.0497,2.8097,0,0.76,,
10551,1.0334,3.2618,1,2.2284,,
10552,2.8432,2.5171,1,0.3261,,
10553,3.0813,1.2139,0,1.8674,,
10554,2.809,2.5513,1,0.2577,,
10555,3.2056,2.1547,0,1.0509,,
10556,3.3492,2.0111,0,1.3381,,
10557,1.0334,4.3269,1,3.2935,,
10558,3.3466,2.0137,0,1.3329,,
10559,1.0334,4.3269,1,3.2935,,
10560,0,0,1,0,,
10561,4.8285,0.5318,0,4.2967,,
10562,2.6315,3.4379,0,0.8064,,
10563,1.036,4.3243,1,3.2883,,
10564,3.2618,1.0334,0,2.2284,,
10565,1.5634,3.7969,1,2.2335,,
10566,1.0334,2.0479,0,1.0145,,
10567,3.1104,2.2499,0,0.8605,,
10568,1.0334,4.3269,0,3.2935,,
10569,0,0,1,0,,
10570,4.3269,1.0334,0,3.2935,,
10571,2.279,3.0813,1,0.8023,,
10572,4.2934,1.0669,0,3.2265,,
10573,2.0479,1.0334,1,1.0145,,
10574,1.0334,3.2618,0,2.2284,,
10575,0,0,1,0,,
10576,3.3492,2.0111,1,1.3381,,
10577,2.6329,2.7274,0,0.0945,,
10578,1.0651,4.2952,1,3.2301,,
10579,2.7806,2.5797,1,0.2009,,
10580,2.6315,2.7288,0,0.0973,,
10581,2.1856,3.1747,1,0.9891,,
10582,4.411,0.9493,1,3.4617,,
10583,1.5634,3.7969,0,2.2335,,
10584,2.0162,2.8432,1,0.827,,
10585,1.602,2.6932,0,1.0912,,
10586,0,0,1,0,,
10587,3.2056,3.428,1,0.2224,,
10588,4.3269,2.3067,1,2.0202,,
10589,2.0111,3.3492,1,1.3381,,
10590,2.7515,2.6088,0,0.1427,,
10591,3.8133,1.547,0,2.2663,,
10592,1.0334,4.3269,1,3.2935,,
10593,4.3269,1.0334,0,3.2935,,
10594,1.0845,5.5491,0,4.4646,,
10595,1.0316,4.3287,0,3.2971,,
10596,2.068,3.2923,1,1.2243,,
10597,2.1916,3.1687,1,0.9771,,
10598,1.0334,3.2618,0,2.2284,,
10599,2.7623,2.598,1,0.1643,,
10600,1.0334,2.7861,0,1.7527,,
10601,3.826,1.0334,1,2.7926,,
10602,1.5634,3.7969,1,2.2335,,
10603,2.3067,3.826,1,1.5193,,
10604,1.4793,3.881,0,2.4017,,
10605,4.3269,1.0334,1,3.2935,,
10606,1.0334,4.3269,1,3.2935,,
10607,1.0334,3.2424,0,2.209,,
10608,0.4477,4.9126,1,4.4649,,
10609,2.1269,3.2334,1,1.1065,,
10610,3.3157,2.0446,0,1.2711,,
10611,3.8475,1.5128,0,2.3347,,
10612,3.3492,2.0111,0,1.3381,,
10613,3.8457,2.7879,1,1.0578,,
10614,3.8792,1.4811,1,2.3981,,
10615,3.7969,1.5634,1,2.2335,,
10616,1.0669,4.2934,0,3.2265,,
10617,4.3775,0.9828,0,3.3947,,
10618,1.0334,3.2618,1,2.2284,,
10619,4.3269,2.3067,1,2.0202,,
10620,2.5462,2.8141,1,0.2679,,
10621,3.8792,1.4811,1,2.3981,,
10622,5.5491,1.0845,0,4.4646,,
10623,2.2455,3.1148,0,0.8693,,
10624,4.3269,1.0334,1,3.2935,,
10625,4.3269,1.0334,0,3.2935,,
10626,4.3269,1.0334,0,3.2935,,
10627,3.0813,2.279,1,0.8023,,
10628,4.3269,1.0334,0,3.2935,,
10629,4.3269,1.0334,0,3.2935,,
10630,1.5146,3.8457,1,2.3311,,
10631,1.0702,4.2901,1,3.2199,,
10632,4.0647,1.4844,0,2.5803,,
10633,3.2625,2.0978,1,1.1647,,
10634,3.3408,2.0195,1,1.3213,,
10635,4.3269,2.3067,0,2.0202,,
10636,2.8483,2.512,1,0.3363,,
10637,3.826,1.0334,0,2.7926,,
10638,2.5753,2.785,1,0.2097,,
10639,2.0144,3.3459,0,1.3315,,
10640,3.8457,1.5146,1,2.3311,,
10641,2.7879,3.8457,1,1.0578,,
10642,3.2334,2.1269,0,1.1065,,
10643,1.4811,3.8792,1,2.3981,,
10644,1.5634,3.7969,0,2.2335,,
10645,1.4502,3.9101,0,2.4599,,
10646,3.8424,1.5179,1,2.3245,,
10647,3.3492,2.0111,1,1.3381,,
10648,1.0702,4.2901,0,3.2199,,
10649,2.1482,2.7112,0,0.563,,
10650,3.4379,3.1957,1,0.2422,,
10651,3.8986,1.6699,1,2.2287,,
10652,1.0702,4.2901,0,3.2199,,
10653,3.8759,1.4844,1,2.3915,,
10654,2.5804,2.7799,0,0.1995,,
10655,1.0334,4.3269,1,3.2935,,
10656,1.5711,3.7892,1,2.2181,,
10657,4.3269,1.0334,0,3.2935,,
10658,2.1646,3.1957,1,1.0311,,
10659,3.2618,1.0334,1,2.2284,,
10660,2.6414,2.7189,1,0.0775,,
10661,4.3236,1.0367,1,3.2869,,
10662,3.375,1.4844,1,1.8906,,
10663,1.0334,3.7918,1,2.7584,,
10664,1.0334,3.826,1,2.7926,,
10665,3.7407,1.1187,0,2.622,,
10666,2.785,2.5753,0,0.2097,,
10667,1.0334,3.826,1,2.7926,,
10668,4.3269,1.0334,0,3.2935,,
10669,3.8424,1.5179,1,2.3245,,
10670,2.3067,4.3269,1,2.0202,,
10671,4.3269,1.0334,1,3.2935,,
10672,1.4844,2.7914,0,1.307,,
10673,2.0111,3.3492,1,1.3381,,
10674,1.0334,2.0479,1,1.0145,,
10675,2.7321,2.6282,1,0.1039,,
10676,1.0334,4.3269,0,3.2935,,
10677,3.826,2.3067,1,1.5193,,
10678,2.0479,3.3124,0,1.2645,,
10679,4.3269,1.0334,0,3.2935,,
10680,4.8594,0,1,4.8594,,
10681,4.3269,1.0334,0,3.2935,,
10682,3.9066,2.727,0,1.1796,,
10683,1.0334,4.3269,1,3.2935,,
10684,1.5796,2.7156,0,1.136,,
10685,1.5179,3.8424,1,2.3245,,
10686,2.5462,2.8141,1,0.2679,,
10687,3.7634,1.5969,0,2.1665,,
10688,3.1148,2.2455,0,0.8693,,
10689,0.9828,4.3775,1,3.3947,,
10690,2.2455,3.1148,0,0.8693,,
10691,4.3269,1.0334,0,3.2935,,
10692,2.1353,3.225,0,1.0897,,
10693,1.0669,4.2934,1,3.2265,,
10694,3.8792,1.4811,1,2.3981,,
10695,2.3351,3.7634,1,1.4283,,
10696,2.5753,2.785,1,0.2097,,
10697,1.5095,3.8508,1,2.3413,,
10698,2.2014,3.1589,0,0.9575,,
10699,3.8468,1.5135,0,2.3333,,
10700,3.8457,2.7879,0,1.0578,,
10701,1.4844,3.8759,1,2.3915,,
10702,3.2815,2.0788,0,1.2027,,
10703,4.3269,1.0334,0,3.2935,,
10704,4.411,0.9493,0,3.4617,,
10705,1.4844,3.8759,0,2.3915,,
10706,0.5016,4.8587,0,4.3571,,
10707,3.113,2.2473,0,0.8657,,
10708,1.0334,4.3269,1,3.2935,,
10709,2.3067,4.3269,0,2.0202,,
10710,4.8285,0.5318,1,4.2967,,
10711,3.8759,1.4844,0,2.3915,,
10712,2.6782,1.0334,0,1.6448,,
10713,4.3826,0.9777,1,3.4049,,
10714,3.3441,3.2895,1,0.0546,,
10715,4.3775,0.9828,1,3.3947,,
10716,2.5753,2.785,1,0.2097,,
10717,1.5146,3.3448,0,1.8302,,
10718,3.7451,1.0316,1,2.7135,,
10719,2.1353,3.225,1,1.0897,,
10720,2.7806,2.5797,1,0.2009,,
10721,1.0669,4.2934,1,3.2265,,
10722,2.0188,3.3415,0,1.3227,,
