tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1978-1506,Birmingham WCT,Carpet,32,A,19780109,1,100437,1,0,Bjorn Borg,R,180,SWE,21.59342916,100286,0,0,Harold Solomon,R,168,USA,25.31143053,6-2 6-4,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978-1506,Birmingham WCT,Carpet,32,A,19780109,2,100055,0,0,Cliff Drysdale,R,188,RSA,36.62422998,100090,0,0,Dick Crealy,R,0,AUS,33.30869268,7-6 6-3,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978-1506,Birmingham WCT,Carpet,32,A,19780109,3,100436,0,0,Nick Saviano,L,180,USA,21.59616701,100200,0,0,Antonio Zugarelli,R,0,ITA,27.97809719,6-4 6-3,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978-1506,Birmingham WCT,Carpet,32,A,19780109,4,100255,8,0,Roscoe Tanner,L,183,USA,26.23682409,100376,0,0,Buster C Mottram,R,0,GBR,22.71047228,6-4 4-6 6-3,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978-1506,Birmingham WCT,Carpet,32,A,19780109,5,100342,3,0,Vitas Gerulaitis,R,183,USA,23.45790554,100073,0,0,Mark Cox,L,0,GBR,34.51608487,6-2 6-4,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978-1506,Birmingham WCT,Carpet,32,A,19780109,6,100067,0,0,Frew Mcmillan,R,183,RSA,35.64134155,100400,0,0,Hubertus Hoyt,R,0,USA,22.18480493,6-0 6-2,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978-1506,Birmingham WCT,Carpet,32,A,19780109,7,100280,0,0,Wojtek Fibak,R,183,POL,25.43463381,100279,0,0,Mike Cahill,R,183,USA,25.5633128,6-2 7-5,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978-1506,Birmingham WCT,Carpet,32,A,19780109,8,100309,5,0,Raul Ramirez,R,183,MEX,24.55578371,100141,0,0,Zeljko Franulovic,R,0,CRO,30.57631759,6-1 6-1,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978-1506,Birmingham WCT,Carpet,32,A,19780109,9,100119,6,0,Ilie Nastase,R,183,ROU,31.4770705,100313,0,0,Keith Richardson,R,185,USA,24.39425051,6-1 6-4,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978-1506,Birmingham WCT,Carpet,32,A,19780109,10,100276,0,0,Terry Moor,L,178,USA,25.71389459,100249,0,0,Paolo Bertolucci,R,175,ITA,26.4366872,6-4 6-0,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
