Rank,Career Win %,Career Double Fault %,Career Ace %,Career Break Point Saved %,Career Won against Top 10 %,Career Won on Hard Court %,Career Won on Clay Court %,Career Ace Against %,Career First Serve Points Return Won %,Career Points Won %,Current Year Win %,Current Year Double Fault %,Current Year Ace %,Current Year Break Point Saved %,Current Year Won against Top 10 %,Current Year Won on Hard Court %,Current Year Won on Clay Court %,Current Year Ace Against %,Current Year First Serve Points Return Won %,Current Year Points Won %,Score
-25,-0.207573066,0.03279482,0.013227857,0.115868673,-0.151898734,-0.181877765,-0.510791367,0.300914711,-0.03394137,-0.000701133,-0.166666667,-1.036199095,-6.040723982,-0.747252747,0,0,0,34,-0.030900814,0,1
54,-0.370052968,0.075784003,0.601340655,0.63399748,-0.63671875,-0.557243284,-0.365124877,0.62139909,-0.002796511,-0.025447648,-0.379274966,-0.794270833,-36.95104167,-2.108744647,0,0,0,13.64617183,0.026221192,0,-3
61,-0.408464724,0.035787333,0.267846296,0.448487487,-0.605274086,-0.442835131,-0.462745098,0.432803601,-0.035579156,-0.007279146,-0.384057971,0.184848485,-12.44469697,-1.09041502,0,0,0,12.80598911,-0.016865878,0,-2
-10,0.014595564,-0.4445868,-1.11401897,-1.963432758,0.036923077,0.111904762,0.545454545,-0.967507051,0.012743198,0.22312141,-0.023333333,-3.008791603,1.651296313,-1.579942141,0,0,0,-5.129798817,0.041544243,0,1
37,-0.136024732,0.029271508,0.30509623,0.448209283,-0.291964777,-0.135514019,-0.08729377,0.45053339,0.048358511,-0.017543698,-0.153253754,-4.200735294,-27.0004902,-0.245207957,0,0,0,5.332489451,0.031389986,0,1
65,-0.396618551,0.022074661,0.374659956,0.444707514,-0.288461538,-0.688679245,-0.360936094,0.956840638,0.067825686,0.005773974,-0.305555556,-4.963111111,-9.974222222,-3.479452055,0,0,0,7.553968254,0.020875002,0,-2
1,-0.555555556,0.006247453,0.037533226,0.682103611,0,-0.5,-0.5,0.929198473,-0.046415584,-0.001577841,-1,0,1.714285714,3.333333333,0,0,0,46.5,0.279069767,0,2
-19,-0.022222222,-0.369441106,-1.308943232,-1.234059314,0.057142857,-0.01007326,-0.004347826,-1.115037437,-0.053220064,0.166330054,-0.0625,0.27534965,22.92307692,-0.892605634,0,0,0,6.100457736,0.016619923,0,2
-7,-0.037897311,-0.624346509,-8.692136254,-2.074809835,0.076923077,0.455319149,0.255319149,-6.991450956,-0.082411464,0.327861389,-0.014375562,0.78215103,2.351487414,0.051763717,0,0,0,11.15046599,-0.00171512,0,3
164,-0.658610272,-0.079285549,-0.319461842,-0.992378879,-0.322033898,-0.637583893,-0.707317073,-0.200454208,-0.321027287,-0.460133083,-0.641791045,-1.850515464,-12.79381443,-3.373540856,0,0,0,-16.14736842,-0.376361082,0,-3
-65,0.23108747,-0.166841191,-2.184480323,-1.125160875,0.238095238,0.222846442,0.74,-1.50730169,-0.052381194,0.070406297,0.231343284,0.775834658,20.86049285,1.128417405,0,0,0,-4.118316042,-0.022759223,0,3
15,0.216944801,-0.39443446,-2.498789285,-1.69427641,0.25862069,0.251851852,0.595238095,-4.320956997,-0.089682699,0.197147574,0.204954955,2.980782477,6.87429398,1.369103285,0,0,0,-8.111557435,-0.007223832,0,1
155,-0.381328074,0.04865555,0.448918624,0.415593291,-0.260416667,-0.618729097,-0.588235294,0.38580368,0.000855947,-0.015750759,-0.094155844,1.567970205,12.55462446,-0.397342995,0,0,0,-3.452253792,-0.03308311,0,-3
-53,0.077812908,-0.021416246,0.059472206,0.06667625,-0.008741259,0.127035101,0.060869565,0.042764484,0.036688696,0.006902967,0.148351648,0.0417948,19.69723232,-0.208461122,0,0,0,-11.09573725,0.020384533,0,2
-217,0.058572931,0.094814676,0.435636239,0.693246283,-0.128220141,0.011056511,0.232445521,0.25192708,0.053093899,-0.052113897,0.272727273,-2.976361768,-2.414354231,1.138083736,0,0,0,-4.709786168,-0.010303242,0,3
-84,0.23451237,0.313987172,2.358686597,1.452547286,0,0.009469697,0.114285714,1.741925234,0.103835497,-0.161100523,0.596491228,0.165499351,13.92088197,0.112797516,0,0,0,-14.92580645,-0.024813864,0,3
35,-0.557926829,-0.117971331,-0.880836048,-1.416515426,-0.142857143,-0.567307692,-0.714285714,-0.606094034,-0.051397682,0.049381588,-0.588235294,-3.421052632,-23.89473684,-4.130434783,0,0,0,-12.69090909,-0.356219709,0,3
200,-0.52962963,0.003669692,-0.249360005,0.122609204,-0.075,-0.516483516,-0.528846154,0.489984259,-0.056110551,0.018156389,-0.606060606,-0.105263158,-22.74736842,-0.648351648,0,0,0,23.46976744,-0.078412118,0,-3
-75,0.142528736,0.049810538,0.42670157,0.311789411,-0.041666667,0.224404762,-0.054579093,0.016532853,0.055548507,-0.042483176,0.37254902,0.022222222,13.50555556,-0.43236246,0,0,0,-23.2127907,0.011752393,0,3
-29,-0.068908703,0.189909307,1.698297363,1.551651997,-0.268965517,-0.011764706,-0.071428571,2.031869285,0.074698166,-0.089092823,0.016840417,0.352134146,14.25500871,-0.00100553,0,0,0,0.822947214,0.000140411,0,-1
-26,0.070073762,0.026479594,0.587794863,0.584502924,0.071428571,-0.194444444,-0.023809524,0.410854036,0.060936473,-0.001826379,0.230769231,-3.950413223,-11.63966942,-0.122077922,0,0,0,-20.5,0.034902979,0,2
-36,0.445121951,0.026822917,0.435602679,0.447129909,0,0.315789474,0.4,0.342944517,0.168910461,-0.029778004,0.543859649,1.264900662,22.7218543,3,0,0,0,17.1875,0.3792,0,3
-23,0.138888889,-0.337814308,-1.882045373,-0.66372549,0.090909091,0.466666667,0,-3.466454078,-0.020428972,0.164915736,0.047685835,1.39306945,5.876323039,0.160746538,0,0,0,-0.966313073,-0.008060848,0,1
169,-0.133578431,0.030057157,0.229661293,0.259963856,-0.203389831,-0.272168569,-0.575342466,0.403018337,0.015527203,-0.012102214,-0.085454545,-1.285714286,-10.74047619,-0.965771675,0,0,0,-0.809726444,-0.005210355,0,2
28,-0.07962963,-0.030806978,-0.562448401,-0.549035263,0.015607581,-0.173302108,0.192807193,-0.345215975,-0.023523209,0.0187197,-0.178107607,-2.926111111,-30.89388889,0.166612602,0,0,0,7.575656901,-0.009829739,0,-2
-94,0.178613861,0.050282575,0.207716572,0.259032056,0.12,0.203612479,-0.307692308,-0.22138126,-0.006537889,-0.024615987,0.250320513,1.723765807,5.754772617,1.471870788,0,0,0,-12.02823585,-0.01623328,0,3
-260,0.246224334,0.054523517,0.758823888,1.036391453,-0.010810811,0.155922039,0.328947368,0.379459187,0.066880816,-0.030794733,0.254972875,0.906130268,9.852490421,1.380875576,0,0,0,-1.018007203,-0.025860509,0,1
51,-0.448275862,-0.055144586,-0.275722932,-1.011299435,0,-0.384615385,-0.5,-0.448393712,-0.344689379,-0.476271186,-0.5,-0.607142857,-13.46428571,-2.657142857,0,0,0,-26.9047619,-0.392508143,0,-2
52,-0.082170441,-0.021271056,-0.295151619,-0.434981159,0.115036232,-0.003079507,-0.373062016,-0.147457934,-0.042006569,0.015116932,-0.079903148,-1.327590997,-7.591367973,-0.004422363,0,0,0,3.939807117,-0.009852736,0,-3
-187,0.579439252,0.21377819,1.608897127,2.168803419,0,0.4,0.6,0.911425274,0.34175882,0.37968074,0.632352941,4.178082192,33.67123288,3.577235772,0,0,0,14.38461538,0.367528992,0,2
59,-0.151651652,0.005182833,1.192935333,0.772259602,-0.139534884,-0.225806452,-0.587155963,0.938797212,0.024667566,-0.019381451,-0.074074074,-0.469692446,24.37025978,-0.237130212,0,0,0,-1.141025641,-0.00477429,0,-1
-47,0.059718627,0.036256047,0.720953191,0.787704398,-0.306122449,0.150262467,-0.438714499,0.361542215,0.03847566,-0.018578427,0.156028369,-0.189781022,12.35766423,0.47797619,0,0,0,-8.358766234,0.031290608,0,3
-115,0.471910112,0.083479756,0.506283422,0.83008658,0.043478261,0.5,0.6,0.782239359,0.090252103,-0.088578333,0.456521739,1.348101266,13.67088608,2.559808612,0,0,0,21.4047619,0.372405729,0,2
175,-0.511641265,0.041154716,8.72E-05,-0.04721512,-0.63671875,-0.418587822,-0.916849015,0.280433001,-0.069914645,0.007648267,-0.534313725,-1.737179487,-48.76474359,-3.04388422,0,0,0,38.07413793,0.007607995,0,-3
-29,0.33470696,-0.056919543,-0.280176741,-0.493809122,0.590851009,0.330930369,0.250623886,-0.316618437,0.030160893,0.013414373,0.323913043,-1.441314554,14.89143192,0.453516624,0,0,0,-7.461569604,0.011598622,0,1
-40,0.176026719,-0.01074405,-0.198743244,-0.281537855,0.244983278,0.188679245,0.053018205,-0.43261149,-0.078075039,0.000394592,0.169501134,4.240235294,3.510823529,3.563339856,0,0,0,-6.676190476,-0.03499194,0,2
-61,0.444444444,-0.027312306,0.119632815,-0.310982391,0.057142857,0.406593407,0.495652174,-0.729773628,0.017320082,0.01771963,0.4375,2.08974359,28.70879121,-0.600938967,0,0,0,-26.41724138,0.109941222,0,2
-28,0.196507582,0.035615863,0.157347084,0.223258078,0.245110821,0.182264744,0.451997924,0.003549,0.019307769,-0.019861887,0.132357083,-0.584267145,-12.53662035,0.251713445,0,0,0,-6.705344757,-0.011116465,0,3
44,-0.01617519,0.030985162,0.041083195,0.116911007,0.020525452,0.095672077,-0.144761905,0.049036305,-0.045156608,-0.002435201,-0.109721662,2.983193277,-19.22478992,0.702700364,0,0,0,0.674809548,-0.008223493,0,-1
-3,-0.073062491,-0.016364074,0.040843023,0.030726445,-0.192234848,-0.103344482,-0.038235294,0.068407896,0.013023971,0.010278719,0.054195804,0.632596055,19.03648387,-0.556287209,0,0,0,-2.700760363,0.007419757,0,-2
-9,0.013345117,-0.235120339,-1.911350236,-0.737116724,0.035714286,0.196969697,0.171428571,-1.485215398,-0.040659541,0.110986304,-0.005582137,-0.089480167,-1.263807631,0.333690778,0,0,0,-1.273634889,-0.000367585,0,-3
104,-0.40462963,-0.003517887,-0.285385673,-0.323747071,-0.075,-0.391483516,-0.528846154,-0.200296862,-0.066239009,-0.005829514,-0.606060606,-0.705263158,-24.34736842,-2.981684982,0,0,0,-14.53023256,-0.39166513,0,3
-55,0.009879176,0.045613455,0.374306497,0.451689648,-0.227298851,-0.049264706,-0.065217391,0.212091058,0.068589521,-0.029367844,0.218390805,-1.073611111,6.975198413,-0.092191519,0,0,0,-11.30597252,0.022737862,0,3
-58,0.048028734,0.014371392,0.251634484,0.388835003,0.071428571,-0.065789474,0.076190476,0.280359318,0.017303276,0.003408786,0.020242915,-0.215313885,-6.961523726,0.014285714,0,0,0,-1.1875,0.025817921,0,2
-103,0.104166667,0.096612411,0.284280358,0.374816176,0.090909091,0.431372549,0,0.285855897,0.049322705,-0.040013821,-0.019762846,1.794486216,-2.798558897,0.606569901,0,0,0,0.030803571,0.015109369,0,-3
27,-0.142317565,-0.046335957,-0.037802876,-0.181785064,-0.033043478,-0.173167515,0.164335664,0.122571095,0.006988311,0.013966115,-0.104846939,0.770157804,25.48567877,-0.933734002,0,0,0,1.663877982,0.014369473,0,-1
89,-0.178230162,-0.054075272,-0.674915366,-0.778807517,-0.189189189,-0.184350133,-0.078947368,-0.094422173,0.023317544,0.026897305,-0.183544304,-2.576765189,-21.61042693,-1.078571429,0,0,0,9.863945578,0.035135119,0,-3
10,-0.029676219,-0.143456949,-1.192962973,-0.977461427,0.145833333,0.142553191,-0.018604651,-0.572628758,-0.014703629,0.083014138,-0.123878365,-1.686556768,-11.80117638,-0.27018183,0,0,0,3.465900079,0.019044646,0,-3
6,0.054287046,0.026777978,0.769593923,0.919657617,-0.139534884,0.107526882,-0.420489297,0.409154029,0.014485494,-0.019670181,0.092592593,0.496387417,11.20022972,1.522067901,0,0,0,-1.614718615,-0.00617936,0,-3
65,-0.357912971,0.075824948,0.504509822,0.619005913,-0.593240489,-0.271528998,-0.316849015,0.719273845,0.004904938,-0.015286272,-0.41112532,-1.235232068,-43.17078059,-2.531694656,0,0,0,13.72889984,0.016377361,0,-3
14,-0.156273959,0.024807905,0.106721223,0.128655318,-0.379312548,-0.154155886,-0.162415065,0.02867249,-0.062086997,-0.011356498,-0.201690821,3.018666667,-17.15633333,1.775089339,0,0,0,6.437844612,-0.01750431,0,-2
-19,0.214165827,0.046296347,0.129477268,0.111053577,0.264891041,0.230990486,0.211664899,-0.044772164,0.015707205,-0.026258227,0.204291045,-0.239228126,-17.62926249,0.64114649,0,0,0,-3.9353902,-0.012649907,0,3
16,-0.044203841,0.002807963,-0.104390015,-0.126201228,0.022321429,0.062549322,-0.151764706,0.002632946,-0.008644824,0.007594081,-0.208616011,-0.469930989,-23.611814,-0.432321575,0,0,0,5.786007621,0.024118841,0,3
92,-0.422945205,-0.316928941,-2.427381153,-1.549137675,0,-0.238636364,-0.4,-1.841452421,-0.072213596,0.132353619,-0.596491228,-1.898832685,-14.58754864,-3.035874439,0,0,0,-17.37419355,-0.365320665,0,1
-19,0.040182648,0.016295554,-0.202597075,-0.336968928,-0.029761905,0.2125,-0.041407867,-0.424427866,-0.012606874,-0.023819472,0.102564103,0.939302112,6.045224977,0.28668516,0,0,0,-6.362790698,-0.010460098,0,1
-190,0.242780528,0.039461706,0.17617508,0.198104508,0.12,0.39688979,0.153846154,-0.279858135,0.015901863,-0.014327795,0.282954545,1.001667593,2.260352974,1.693413951,0,0,0,-5.382059801,0.001953086,0,3
4,-0.047066772,0.104558332,0.658258829,0.378696467,-0.189189189,-0.168965517,0.021052632,0.36860939,0.020386986,-0.069693142,-0.051191363,0.994174146,-1.403479767,-0.158478513,0,0,0,-2.656200942,0.010155968,0,0
15,-0.289282543,0.028538666,-0.007862243,-0.106492978,-0.497183866,-0.295722547,-0.329693052,0.025601829,-0.014246054,0.006134324,-0.293572985,-1.466582064,-37.9178088,-2.326071169,0,0,0,8.490804598,0.037896865,0,-3
6,-0.170144307,0.04504487,0.17057781,0.198591953,-0.345740188,-0.205251238,-0.088761358,0.116779886,-0.020027373,-0.011984095,-0.198788665,-0.482817869,-22.9145189,-1.262328709,0,0,0,7.194736842,-0.007087711,0,-2
94,-0.478550296,-0.010527938,-0.133632376,-0.213675491,-0.260416667,-0.493729097,-0.588235294,-0.078061856,-0.023865062,-0.00717087,-0.522727273,-1.765363128,-16.16759777,-3.369565217,0,0,0,-17.77483444,-0.397889977,0,2
-4,0.105280528,0.028704544,0.17551982,0.260566858,0.078333333,0.169683908,-0.280936455,0.039622587,-0.00133555,-0.005691264,0.070833333,0.727064419,0.972654561,0.694964086,0,0,0,3.809302326,-0.010523813,0,3
4,-0.203317059,0.083707907,0.823864697,1.007597714,-0.447529561,-0.202563481,-0.337901647,0.457628148,-0.022039847,-0.021888512,-0.184102755,0.600574713,-21.76695402,-1.355788982,0,0,0,9.364954258,0.001344656,0,1
112,-0.703754579,0.006475934,-0.113053413,-0.201681663,-0.667774086,-0.717835131,-0.796078431,-0.020790887,-0.055728573,-0.006872312,-0.84057971,-2.333333333,-35.70833333,-4.635869565,0,0,0,-8.952631579,-0.383448792,0,-3
-2,0.012107837,0.010307882,-0.252383152,-0.363877444,-0.069189189,0.063218391,-0.425101215,-0.170983995,0.016037093,-0.004019268,0.053955696,-0.467954739,-12.29650253,0.260220674,0,0,0,-3.594304699,0.026660986,0,3
-3,0.190140717,-0.085287062,-0.549371114,-0.632442582,0.547774086,0.210651223,0.642232278,-0.288157567,0.003645733,0.026762564,0.10307971,-0.382619974,12.93012322,0.639934606,0,0,0,-4.493880049,-0.000585218,0,3
286,-0.476082005,-0.038447659,-0.1465735,-0.757024793,-0.133333333,-0.375,-0.53125,-0.160918411,-0.308774611,-0.480397941,-0.555555556,-1.571428571,-31.3877551,-2.791469194,0,0,0,-20.07913669,-0.384453228,0,1
81,-0.181000037,0.017781925,-0.036447508,-0.057240776,-0.133333333,-0.263888889,-0.174107143,-0.002046495,-0.011229603,-0.006800002,-0.26984127,-0.171428571,-15.72108844,-0.32718348,0,0,0,1.131389625,0.043100216,0,-1
-240,0.5,0.02189781,0.051094891,0.272727273,0,0,0.5,0.03649635,0.27173913,0.489051095,0,0,0,0,0,0,0,0,0,0,-1
37,-0.053547625,-0.00578684,-0.174642792,-0.158827541,0.058333333,-0.141483516,0.002403846,-0.102261887,-0.042790485,0.009323561,-0.050505051,0.866165414,7.040386681,-0.190215787,0,0,0,5.548904133,-0.007211902,0,1
-1,0.023099851,-0.017623503,-0.008998557,0.231812074,0.1,0.388888889,-0.023809524,0.22071286,0.01623678,0.010156573,-0.185714286,-0.579487179,-11.35897436,0.585714286,0,0,0,31.20123839,-0.036249096,0,-2
-249,0.390804598,0.041012658,0.096033755,0.853873239,0.083333333,0.238095238,0.489361702,0.31567645,0.283195971,0.493529054,0.294117647,1.966666667,8.3,3.733333333,0,0,0,32.85,0.38280543,0,-1
64,0.013636364,-0.050664121,-0.162200813,-0.514093256,-0.116666667,-0.466019417,0.011450382,-0.111079397,-0.054694572,0.01968763,-0.53968254,-1.474698795,-8.840963855,-2.857651246,0,0,0,-17.29946524,-0.361317342,0,2
-70,0.163558201,-0.015324566,0.081334752,-0.208399163,0.036538462,0.305957201,0.100274725,-0.300396546,0.037058923,-0.009989414,0.247086247,-1.08261563,12.89282297,-0.277307824,0,0,0,-15.26143411,0.012677613,0,2
201,-0.476082005,-0.038447659,-0.1465735,-0.757024793,-0.133333333,-0.375,-0.53125,-0.160918411,-0.308774611,-0.480397941,-0.555555556,-1.571428571,-31.3877551,-2.791469194,0,0,0,-20.07913669,-0.384453228,0,-1
133,0.681818182,0.013341971,-0.075153408,-0.264929425,-0.1,0.5,-0.333333333,-0.312918108,-0.091559566,-0.046628764,-0.1,-0.820512821,-4.307692308,-3.05,0,0,0,-52.41176471,-0.391304348,0,-1
50,-0.166750094,0.008075582,-0.03755381,-0.116036526,-0.115384615,-0.212832551,-0.202857143,-0.044815135,-0.008412193,-0.001279546,-0.12605042,0.595945946,3.70045045,-0.482380952,0,0,0,-0.377708978,0.056144184,0,2
15,0.069195402,0.028232507,0.394504818,0.313324213,-0.083333333,0.19047619,-0.027823241,0.2775367,0.060750845,-0.023558454,0.19306184,-0.974479167,8.7234375,-1.209269162,0,0,0,-7.375252525,0.01746186,0,-2
290,-0.5,-0.668016194,-8.854251012,-2.843930636,0,0,0,-7.188356164,-0.384130982,-0.152133581,-0.523809524,-1.652631579,-22.97894737,-3.070063694,0,0,0,-11.70224719,-0.389192666,0,1
49,-0.5,-0.02189781,0.948905109,1.893939394,0,0,-0.5,31.63017032,0.034927536,0.177615572,0,0,1,2.166666667,0,0,0,31.66666667,0.306666667,0,-1
-972,-0.008874459,-0.024212262,-0.249310171,-0.556385047,0.005555556,0.056928508,-0.101193971,-0.370124982,0.007228198,0.014925166,0.06468254,-1.864923846,-9.998658786,-0.317348754,0,0,0,-1.494427889,-0.022631293,0,2
-33,-0.086309524,-0.229914619,-4.755732495,-0.72406311,-0.211538462,-0.189473684,-0.238095238,-7.423207297,-0.069501266,0.125019838,-0.06959707,0.424242424,-14.31818182,1.171744484,0,0,0,7.266666667,-0.008985325,0,1
-145,0.515151515,0.03125,0.03432377,0.628820961,0.25,0.333333333,0.6,0.073195876,0.367412141,0.485868448,0.5,0,3,1.6,0,0,0,18,0.322033898,0,-2
-35,-0.002178865,-0.542947689,-7.027845105,-1.898477599,0.133333333,0.375,0.53125,-6.141953652,-0.074821081,0.282323664,0.043927649,-0.064164649,10.50639917,-0.133261988,0,0,0,4.408084059,-0.005299219,0,1
-11,0.215151515,0.03492333,0.658676487,0.595430936,0.15,0.166666667,-0.333333333,0.418963319,0.018020737,0.003777732,0.4,2.379487179,38.09230769,0.408333333,0,0,0,-22.87330317,-0.014466113,0,-1
873,0.117961511,-0.022122391,-0.080031409,-0.121295645,0,0.222222222,0.097402597,-0.075416999,0.003676796,0.013677943,-0.285714286,-1.4,-15.66666667,-2.464285714,0,0,0,-21.21052632,-0.427553444,0,-2
31,-0.117004475,0.005580059,-0.087570512,0.130608028,0.217948718,-0.323943662,-0.089411765,0.489494768,0.065449171,-0.011451973,-0.411764706,0.195945946,-10.44447709,-0.855757576,0,0,0,14.5070028,0.031117816,0,-2
103,-0.390804598,-0.041012658,-0.096033755,-0.853873239,-0.083333333,-0.238095238,-0.489361702,-0.31567645,-0.283195971,-0.493529054,-0.294117647,-1.966666667,-8.3,-3.733333333,0,0,0,-32.85,-0.38280543,0,-2
5,-0.015490196,0.030597454,0.318415236,0.373024164,-0.169491525,-0.034194529,-0.053386912,0.388328124,0.027706658,-0.007665364,0.031039136,-1.706841626,-15.71442658,-0.276717079,0,0,0,6.890477812,0.021040237,0,2
214,-0.2,-0.280487805,-1.829268293,-2.8,0,0,0,-3.695652174,-0.356132075,-0.299492386,-0.25,-1.5,-10.5,-3.4375,0,0,0,-22.26315789,-0.361878453,0,2
24,0.083333333,-0.193379968,-2.407238443,-1.784415584,0,-0.333333333,0.5,-1.609117685,-0.098478036,0.094635737,-0.5,-1.459459459,-18.91891892,-2.673469388,0,0,0,-16.10714286,-0.396530359,0,2
-45,0.333333333,0.195121951,0.317073171,-0.238095238,0,0,0,-30.6245614,0.033333333,-0.293785311,0.5,2.6,19.6,2.433333333,0,0,0,-18.38095238,0.056969697,0,-1
-897,-0.083473389,0.000219794,0.399518374,0.216603038,-0.111111111,-0.123376623,-0.123076923,0.70127445,0.025955108,-0.003206575,-0.039102564,-1.327276962,6.073957605,-0.067405063,0,0,0,3.175572519,-0.011755464,0,-1
-69,0.105555556,-0.112062446,-1.189477992,-0.151282051,0,0.216666667,0.5,-3.043736191,-0.032718595,0.065308404,0.112903226,-0.30130854,-4.342975207,0.876655629,0,0,0,-5.843387188,-0.032860076,0,-1
-40,0.021544715,0.342274057,1.025229889,1.001588039,0,0.100877193,0.1,0.883985958,0.02449207,-0.151395309,-0.043859649,0.549493277,-15.2218543,0.625,0,0,0,-3.205199115,-0.006808934,0,1
-71,0.286250536,-0.472660961,-2.523174621,-1.521008803,0.268292683,0.461399549,0.627659574,-4.295640395,-0.080494852,0.215132182,0.13671275,-0.183995162,2.596049184,0.289290038,0,0,0,-1.789456189,-0.02383099,0,-2
50,-0.016980738,0.016486565,0.311583158,0.344675775,-0.076923077,-0.139529675,0.144680851,0.279372642,0.032328557,-0.008538405,0.034425687,-1.169881946,-2.608580478,-0.121827411,0,0,0,-5.665213178,-0.008277547,0,2
12,-0.003030303,-0.360671253,-1.0665553,-1.058463529,0,0.083333333,-0.5,-0.805079862,-0.028463272,0.160390847,-0.025,-0.275932401,35.32692308,-1.285287081,0,0,0,8.640340624,0.021596276,0,-2
-54,0.235596941,-0.113593428,-1.679343604,-1.217756771,0.268292683,0.661399549,0.627659574,-2.641640395,-0.059848356,0.049447077,0.023809524,0.981707317,-0.71097561,0.569892473,0,0,0,-3.297101449,-0.013367493,0,1
206,0.013247863,-0.443729532,-2.570692456,-1.543089431,0.125,0.19516129,0.083333333,-4.190472149,-0.094326752,0.218649368,-0.149001536,-0.939702479,-7.170975207,-0.00607633,0,0,0,-1.421193691,-0.010144108,0,-2
-146,0.462102689,0.003669685,0.122114758,0.340549372,0.076923077,0.455319149,0.255319149,0.146905208,0.095837166,-0.053338364,0.509433962,2.434782609,25.33043478,3.121827411,0,0,0,22.85271318,0.387477547,0,2
16,-0.06416957,-0.025182925,-0.40552957,-0.355834793,0,-0.315789474,0.066666667,-0.277717563,-0.047589743,0.013934014,-0.543859649,0.401766004,-20.88852097,-0.444444444,0,0,0,55.8125,-0.085493706,0,-1
-254,-0.033333333,0.313858879,1.090356377,0.87854251,-0.333333333,0.416666667,0.5,1.019664354,0.011432708,-0.124848089,-0.25,0.681060606,-0.1,0,0,0,0,-0.017699115,-0.045909588,0,2
114,-0.463636364,-0.041759054,-0.432372506,-1.056921087,0,-0.5,0,-0.555183946,-0.330076874,-0.480452103,-0.475,-1.538461538,-42.82692308,-2.339712919,0,0,0,-22.62264151,-0.393987342,0,-2
9,0.025735294,0.039169375,-0.666196402,0.354767184,0,0.375,0,-1.729683973,-0.044604919,-0.053894291,0,3.175,9.6,0.925115207,0,0,0,-7.866666667,-0.032265753,0,-2
74,-0.257117745,0.011207784,0.076438891,0.123051108,-0.268292683,-0.320490458,-0.17311412,0.264279925,-0.012008057,0.010255637,-0.104454685,-0.598373984,5.32097561,-0.60101469,0,0,0,8.236495389,-0.013988959,0,-2
305,-0.361111111,-0.437569677,-2.565328874,-0.366666667,0,-0.2,0,-2.219384615,-0.006073556,0.20678561,-0.387096774,-1.829988194,-10.84297521,12.25165563,0,0,0,-4.381243629,0.029092293,0,-1
282,-0.05960329,0.023057971,-0.177462891,-0.319058423,0.09375,-0.040736146,-0.316666667,-0.224572469,-0.022141287,-0.003278128,-0.19047619,-1.358883721,-22.0024186,-0.247830969,0,0,0,-3.803559309,0.026451879,0,2
4,0.507368421,0.017717844,0.098599546,0.279688054,0.2625,0.509578544,0.543478261,0.069631538,0.081406998,-0.06130779,0.260869565,1.641509434,6.424528302,2.645833333,0,0,0,28.74193548,0.374849579,0,-2
-4,0.067519545,-0.008685056,-0.036356829,0.069266131,0,-0.354166667,0.180952381,0.036149665,0.032754148,-0.008601191,0,-0.066666667,1.166666667,-0.367521368,0,0,0,40.7,-0.096428235,0,2
233,-0.236788618,-0.034175338,-0.394164513,-0.555514367,0,-0.249122807,-0.4,-0.407387747,-0.074855251,0.023025266,-0.543859649,-1.264900662,-22.7218543,-3,0,0,0,-17.1875,-0.3792,0,-1
-339,0.5,0.088571429,0.408571429,1.236842105,0.333333333,0,0,0.340599455,0.347107438,0.444909344,0.75,1.133333333,7.6,3.625,0,0,0,14,0.418300654,0,2
-38,0.294117647,0.079837618,0.357239513,1.380952381,0,0,0,0.955617198,0.32750243,0.465753425,0.333333333,1.444444444,12.55555556,3.161290323,0,0,0,17.97142857,0.358085809,0,-2
-120,0.145454545,-0.024907613,0.305511664,0.321626969,0,0.147058824,0,0.18956321,0.056579837,0.001541442,0.141666667,0.692307692,34.75,0.292093871,0,0,0,-23.12735849,0.030350978,0,1
120,-0.411764706,-0.072666599,-1.758367884,-1.083414634,0,0,0,-2.305160142,-0.082074695,0.045411431,-0.5,0.335714286,-14.72142857,3.032258065,0,0,0,9.333333333,0.027747566,0,-1
-19,0.2375,0.078805121,0.494167852,0.918181818,0,0.375,0,-0.812144706,-0.093040293,-0.074401216,0.166666667,3.125,14.16666667,1.107142857,0,0,0,2.531182796,-0.088697621,0,1
70,0.066277837,0.021022415,-0.054068109,0.029018301,0.142857143,0.043706294,-0.454545455,-0.138371404,-0.011944052,-0.006271911,-0.133640553,0.460784314,-11.90705882,1.083380282,0,0,0,-2.909090909,-0.015485338,0,-1
328,-0.5,-0.099755368,-0.683283501,0.297058824,-0.090909091,-0.666666667,0,1.247069462,0.014355416,0.041869874,-0.434782609,-3.223057644,-16.71929825,12.09090909,0,0,0,-3.414930556,0.037153141,0,1
-122,0.111111111,0.329418127,2.252584902,0.471485944,0,-0.05,0,3.126408027,0.088912171,-0.175846517,0.137096774,0.020464384,6.295356159,-1.286138388,0,0,0,-1.750069502,0.062087603,0,2
-680,-0.098368298,0.024766628,0.086367515,0.197444832,-0.275,-0.071505376,-0.25,0.123283949,-0.005205504,-0.008940588,0.238095238,1.176,4.672,2.742268041,0,0,0,18.40449438,0.395107034,0,2
1,-0.013177554,0.023278568,0.012436818,-0.039308651,0.099512195,0.004085651,0.036484543,0.006658313,-0.003029186,-0.015274203,-0.068028846,-0.267124267,-22.35421135,-0.640248459,0,0,0,1.496251874,-0.018887859,0,1
138,-0.177502068,0.034998552,0.038901971,0.087493889,-0.048571429,-0.116283035,-0.245189665,0.194870441,-0.015998631,-0.008487416,-0.323573201,-0.744288288,-34.30515315,-1.585854739,0,0,0,7.770036668,-0.008373276,0,-2
